"Blooket
Import Template",,,,,,,,,
399,"Convert 5π/3 to degrees.",270°,120°,300°,330°,60,3,,
400,"Convert 5π/4 to degrees.",360°,45°,225°,120°,60,3,,
401,"Convert 7π/6 to degrees.",210°,120°,60°,330°,60,1,,
402,"Convert π/6 to degrees.",120°,330°,30°,270°,60,3,,
403,"Convert 5π/4 to degrees.",360°,300°,180°,225°,60,4,,
404,"Convert 5π/3 to degrees.",90°,300°,315°,330°,60,2,,
405,"Convert 3π/2 to degrees.",90°,240°,270°,0°,60,3,,
406,"Convert 5π/6 to degrees.",360°,315°,30°,150°,60,4,,
407,"Convert π/2 to degrees.",90°,120°,315°,225°,60,1,,
408,"Convert 3π/4 to degrees.",60°,135°,300°,0°,60,2,,
409,"Convert π/3 to degrees.",135°,60°,360°,120°,60,2,,
410,"Convert 3π/4 to degrees.",135°,45°,225°,240°,60,1,,
411,"Convert 3π/2 to degrees.",210°,270°,360°,240°,60,2,,
412,"Convert 7π/6 to degrees.",0°,150°,240°,210°,60,4,,
413,"Convert 3π/2 to degrees.",270°,60°,360°,240°,60,1,,
414,"Convert π to degrees.",180°,120°,60°,240°,60,1,,
415,"Convert π to degrees.",330°,180°,315°,360°,60,2,,
416,"Convert π/3 to degrees.",180°,270°,60°,30°,60,3,,
417,"Convert 11π/6 to degrees.",330°,0°,135°,225°,60,1,,
418,"Convert 0 to degrees.",150°,360°,0°,120°,60,3,,
419,"Convert 4π/3 to degrees.",135°,300°,210°,240°,60,4,,
420,"Convert π to degrees.",300°,270°,180°,330°,60,3,,
421,"Convert π to degrees.",210°,180°,270°,45°,60,2,,
422,"Convert 7π/4 to degrees.",315°,330°,135°,210°,60,1,,
423,"Convert 3π/4 to degrees.",0°,330°,120°,135°,60,4,,
424,"Convert π/4 to degrees.",330°,300°,135°,45°,60,4,,
425,"Convert 2π to degrees.",210°,135°,300°,360°,60,4,,
426,"Convert 3π/4 to degrees.",315°,135°,45°,360°,60,2,,
427,"Convert 2π/3 to degrees.",60°,120°,225°,315°,60,2,,
428,"Convert π to degrees.",240°,0°,180°,120°,60,3,,
429,"Convert π/4 to degrees.",135°,60°,45°,330°,60,3,,
430,"Convert 11π/6 to degrees.",225°,240°,330°,270°,60,3,,
431,"Convert π/6 to degrees.",30°,225°,330°,90°,60,1,,
432,"Convert π/2 to degrees.",0°,120°,90°,315°,60,3,,
433,"Convert 11π/6 to degrees.",360°,45°,225°,330°,60,4,,
434,"Convert 3π/2 to degrees.",180°,270°,330°,210°,60,2,,
435,"Convert 2π to degrees.",60°,225°,360°,30°,60,3,,
436,"Convert 7π/6 to degrees.",210°,30°,135°,60°,60,1,,
437,"Convert π/2 to degrees.",150°,90°,45°,135°,60,2,,
438,"Convert 7π/4 to degrees.",60°,300°,315°,180°,60,3,,
439,"Convert π/6 to degrees.",315°,120°,90°,30°,60,4,,
440,"Convert 7π/6 to degrees.",210°,120°,240°,135°,60,1,,
441,"Convert π to degrees.",300°,225°,210°,180°,60,4,,
442,"Convert 5π/4 to degrees.",225°,120°,360°,45°,60,1,,
443,"Convert 3π/2 to degrees.",210°,270°,180°,0°,60,2,,
444,"Convert 11π/6 to degrees.",210°,330°,45°,300°,60,2,,
445,"Convert 7π/6 to degrees.",210°,30°,45°,150°,60,1,,
446,"Convert 3π/2 to degrees.",360°,270°,90°,225°,60,2,,
447,"Convert 7π/6 to degrees.",180°,210°,90°,60°,60,2,,
448,"Convert π/3 to degrees.",60°,210°,360°,270°,60,1,,
449,"Convert 5π/3 to degrees.",360°,315°,135°,300°,60,4,,
450,"Convert 4π/3 to degrees.",180°,150°,135°,240°,60,4,,
451,"Convert π/2 to degrees.",240°,135°,90°,330°,60,3,,
452,"Convert 7π/4 to degrees.",180°,315°,30°,240°,60,2,,
453,"Convert 4π/3 to degrees.",240°,270°,360°,60°,60,1,,
454,"Convert 3π/2 to degrees.",210°,270°,180°,60°,60,2,,
455,"Convert 2π/3 to degrees.",315°,150°,0°,120°,60,4,,
456,"Convert 11π/6 to degrees.",300°,30°,315°,330°,60,4,,
457,"Convert π to degrees.",300°,180°,150°,330°,60,2,,
458,"Convert 4π/3 to degrees.",180°,240°,30°,360°,60,2,,
459,"Convert 5π/4 to degrees.",225°,30°,45°,360°,60,1,,
460,"Convert 4π/3 to degrees.",225°,45°,150°,240°,60,4,,
461,"Convert 3π/4 to degrees.",90°,330°,135°,240°,60,3,,
462,"Convert 0 to degrees.",0°,30°,120°,225°,60,1,,
463,"Convert 2π to degrees.",360°,270°,225°,210°,60,1,,
464,"Convert 2π to degrees.",150°,270°,315°,360°,60,4,,
465,"Convert 7π/4 to degrees.",315°,210°,135°,150°,60,1,,
466,"Convert 5π/6 to degrees.",180°,315°,150°,135°,60,3,,
467,"Convert 3π/4 to degrees.",150°,45°,135°,240°,60,3,,
468,"Convert 2π/3 to degrees.",60°,270°,30°,120°,60,4,,
469,"Convert 11π/6 to degrees.",90°,45°,330°,0°,60,3,,
470,"Convert 11π/6 to degrees.",210°,330°,0°,30°,60,2,,
471,"Convert 5π/6 to degrees.",135°,90°,150°,360°,60,3,,
472,"Convert 2π to degrees.",360°,180°,120°,240°,60,1,,
473,"Convert π/3 to degrees.",360°,60°,90°,150°,60,2,,
474,"Convert 0 to degrees.",300°,0°,225°,90°,60,2,,
475,"Convert 5π/4 to degrees.",120°,330°,225°,30°,60,3,,
476,"Convert π/2 to degrees.",270°,120°,90°,135°,60,3,,
477,"Convert 7π/4 to degrees.",210°,315°,270°,360°,60,2,,
478,"Convert 3π/2 to degrees.",225°,270°,315°,360°,60,2,,
479,"Convert 5π/6 to degrees.",240°,150°,0°,60°,60,2,,
480,"Convert 5π/4 to degrees.",315°,270°,225°,240°,60,3,,
481,"Convert 2π/3 to degrees.",330°,45°,120°,150°,60,3,,
482,"Convert 3π/4 to degrees.",330°,135°,210°,120°,60,2,,
483,"Convert 0 to degrees.",60°,0°,150°,120°,60,2,,
484,"Convert π/2 to degrees.",45°,0°,90°,135°,60,3,,
485,"Convert 3π/2 to degrees.",300°,120°,90°,270°,60,4,,
486,"Convert π/3 to degrees.",60°,30°,180°,135°,60,1,,
487,"Convert 7π/6 to degrees.",210°,225°,300°,330°,60,1,,
488,"Convert 5π/6 to degrees.",180°,90°,270°,150°,60,4,,
489,"Convert 3π/2 to degrees.",210°,30°,270°,225°,60,3,,
490,"Convert 7π/6 to degrees.",330°,45°,210°,135°,60,3,,
491,"Convert π/4 to degrees.",135°,45°,150°,90°,60,2,,
492,"Convert 11π/6 to degrees.",330°,150°,45°,210°,60,1,,
493,"Convert π to degrees.",180°,120°,225°,300°,60,1,,
494,"Convert π/4 to degrees.",210°,315°,45°,60°,60,3,,
495,"Convert 4π/3 to degrees.",120°,0°,240°,150°,60,3,,
496,"Convert 5π/6 to degrees.",30°,270°,150°,330°,60,3,,
497,"Convert 7π/6 to degrees.",210°,135°,180°,0°,60,1,,
498,"Convert 2π to degrees.",240°,30°,60°,360°,60,4,,
499,"Convert 5π/4 to degrees.",135°,180°,60°,225°,60,4,,
500,"Convert 7π/4 to degrees.",270°,120°,360°,315°,60,4,,
501,"Convert π/6 to degrees.",150°,30°,120°,360°,60,2,,
502,"Convert 7π/4 to degrees.",150°,270°,330°,315°,60,4,,
503,"Convert 2π/3 to degrees.",120°,330°,300°,225°,60,1,,
504,"Convert π/3 to degrees.",30°,300°,90°,60°,60,4,,
505,"Convert 4π/3 to degrees.",240°,30°,315°,330°,60,1,,
506,"Convert 7π/6 to degrees.",135°,120°,60°,210°,60,4,,
507,"Convert 3π/4 to degrees.",30°,135°,300°,225°,60,2,,
508,"Convert π/2 to degrees.",90°,210°,330°,135°,60,1,,
509,"Convert 7π/4 to degrees.",210°,45°,315°,60°,60,3,,
510,"Convert 5π/6 to degrees.",150°,315°,225°,330°,60,1,,
511,"Convert 3π/4 to degrees.",30°,360°,180°,135°,60,4,,
512,"Convert 5π/3 to degrees.",330°,270°,225°,300°,60,4,,
513,"Convert 0 to degrees.",30°,0°,210°,225°,60,2,,
514,"Convert 7π/6 to degrees.",300°,240°,210°,360°,60,3,,
515,"Convert 11π/6 to degrees.",330°,240°,0°,90°,60,1,,
516,"Convert 5π/3 to degrees.",90°,225°,0°,300°,60,4,,
517,"Convert 3π/4 to degrees.",45°,120°,180°,135°,60,4,,
518,"Convert 5π/3 to degrees.",150°,135°,210°,300°,60,4,,
519,"Convert 4π/3 to degrees.",225°,120°,150°,240°,60,4,,
520,"Convert 5π/3 to degrees.",330°,120°,300°,180°,60,3,,
521,"Convert 0 to degrees.",30°,0°,240°,210°,60,2,,
522,"Convert π/6 to degrees.",45°,30°,135°,150°,60,2,,
523,"Convert 7π/6 to degrees.",360°,210°,150°,180°,60,2,,
524,"Convert π to degrees.",180°,300°,45°,315°,60,1,,
525,"Convert 0 to degrees.",60°,0°,150°,225°,60,2,,
526,"Convert π to degrees.",300°,225°,180°,60°,60,3,,
527,"Convert 5π/3 to degrees.",0°,210°,300°,60°,60,3,,
528,"Convert 7π/4 to degrees.",45°,315°,180°,270°,60,2,,
529,"Convert 2π to degrees.",225°,360°,150°,180°,60,2,,
530,"Convert 3π/4 to degrees.",135°,360°,45°,120°,60,1,,
531,"Convert π/3 to degrees.",270°,180°,135°,60°,60,4,,
532,"Convert π/2 to degrees.",90°,180°,315°,300°,60,1,,
533,"Convert π/3 to degrees.",60°,360°,120°,270°,60,1,,
534,"Convert π/6 to degrees.",270°,120°,60°,30°,60,4,,
535,"Convert 4π/3 to degrees.",240°,150°,135°,315°,60,1,,
536,"Convert π/2 to degrees.",330°,90°,270°,135°,60,2,,
537,"Convert 5π/6 to degrees.",150°,210°,135°,180°,60,1,,
538,"Convert 5π/4 to degrees.",0°,180°,135°,225°,60,4,,
539,"Convert 3π/2 to degrees.",270°,180°,60°,135°,60,1,,
540,"Convert 3π/4 to degrees.",315°,135°,45°,30°,60,2,,
541,"Convert π/2 to degrees.",90°,150°,240°,315°,60,1,,
542,"Convert π/4 to degrees.",150°,360°,180°,45°,60,4,,
543,"Convert π/6 to degrees.",360°,30°,120°,330°,60,2,,
544,"Convert 4π/3 to degrees.",240°,225°,90°,360°,60,1,,
545,"Convert 3π/2 to degrees.",270°,90°,225°,180°,60,1,,
546,"Convert π/3 to degrees.",150°,60°,300°,30°,60,2,,
547,"Convert 7π/6 to degrees.",360°,210°,240°,270°,60,2,,
548,"Convert π/2 to degrees.",90°,210°,135°,240°,60,1,,
549,"Convert 5π/6 to degrees.",240°,150°,90°,30°,60,2,,
550,"Convert 5π/4 to degrees.",60°,225°,270°,330°,60,2,,
551,"Convert π/3 to degrees.",0°,300°,60°,270°,60,3,,
552,"Convert 5π/4 to degrees.",330°,0°,225°,120°,60,3,,
553,"Convert 2π to degrees.",270°,60°,315°,360°,60,4,,
554,"Convert π/4 to degrees.",270°,315°,45°,300°,60,3,,
555,"Convert π/2 to degrees.",90°,0°,60°,360°,60,1,,
556,"Convert 3π/4 to degrees.",315°,330°,135°,360°,60,3,,
557,"Convert 7π/6 to degrees.",300°,210°,120°,45°,60,2,,
558,"Convert 2π to degrees.",45°,150°,360°,330°,60,3,,
559,"Convert π/6 to degrees.",270°,210°,135°,30°,60,4,,
560,"Convert 7π/6 to degrees.",0°,135°,120°,210°,60,4,,
561,"Convert π to degrees.",180°,210°,150°,315°,60,1,,
562,"Convert 11π/6 to degrees.",330°,90°,270°,30°,60,1,,
563,"Convert 4π/3 to degrees.",120°,150°,90°,240°,60,4,,
564,"Convert 2π to degrees.",210°,360°,240°,60°,60,2,,
565,"Convert 2π/3 to degrees.",225°,0°,120°,135°,60,3,,
566,"Convert π to degrees.",360°,135°,30°,180°,60,4,,
567,"Convert π/4 to degrees.",300°,45°,360°,180°,60,2,,
568,"Convert π/4 to degrees.",45°,180°,120°,135°,60,1,,
569,"Convert 3π/2 to degrees.",330°,240°,270°,0°,60,3,,
570,"Convert π/6 to degrees.",240°,30°,180°,270°,60,2,,
571,"Convert π to degrees.",180°,330°,210°,30°,60,1,,
572,"Convert 0 to degrees.",45°,150°,225°,0°,60,4,,
573,"Convert 5π/3 to degrees.",60°,315°,300°,210°,60,3,,
574,"Convert 2π to degrees.",120°,90°,0°,360°,60,4,,
575,"Convert π/2 to degrees.",90°,150°,270°,45°,60,1,,
576,"Convert 4π/3 to degrees.",330°,225°,240°,210°,60,3,,
577,"Convert 11π/6 to degrees.",180°,240°,120°,330°,60,4,,
578,"Convert 5π/6 to degrees.",315°,270°,60°,150°,60,4,,
579,"Convert π/4 to degrees.",135°,240°,45°,150°,60,3,,
580,"Convert 2π to degrees.",360°,120°,330°,270°,60,1,,
581,"Convert 7π/4 to degrees.",180°,60°,240°,315°,60,4,,
582,"Convert 4π/3 to degrees.",135°,90°,180°,240°,60,4,,
583,"Convert π to degrees.",360°,180°,270°,210°,60,2,,
584,"Convert 2π/3 to degrees.",60°,30°,120°,45°,60,3,,
585,"Convert 7π/6 to degrees.",330°,210°,45°,30°,60,2,,
586,"Convert 2π to degrees.",360°,180°,300°,315°,60,1,,
587,"Convert 5π/6 to degrees.",30°,45°,150°,210°,60,3,,
588,"Convert 3π/2 to degrees.",60°,270°,330°,240°,60,2,,
589,"Convert π/6 to degrees.",30°,270°,0°,360°,60,1,,
590,"Convert 5π/3 to degrees.",300°,180°,135°,225°,60,1,,
591,"Convert 5π/3 to degrees.",330°,135°,300°,240°,60,3,,
592,"Convert 5π/4 to degrees.",225°,330°,120°,60°,60,1,,
593,"Convert 0 to degrees.",0°,360°,270°,150°,60,1,,
594,"Convert 5π/6 to degrees.",150°,315°,330°,300°,60,1,,
595,"Convert 7π/4 to degrees.",360°,180°,210°,315°,60,4,,
596,"Convert 11π/6 to degrees.",240°,180°,45°,330°,60,4,,
597,"Convert 2π/3 to degrees.",120°,315°,90°,240°,60,1,,
598,"Convert 11π/6 to degrees.",210°,45°,135°,330°,60,4,,
599,"Convert 7π/4 to degrees.",225°,0°,315°,270°,60,3,,
600,"Convert π/4 to degrees.",120°,150°,360°,45°,60,4,,
601,"Convert 5π/6 to degrees.",90°,150°,270°,330°,60,2,,
602,"Convert 5π/3 to degrees.",270°,300°,315°,360°,60,2,,
603,"Convert 7π/4 to degrees.",315°,180°,240°,270°,60,1,,
604,"Convert π/2 to degrees.",180°,210°,90°,150°,60,3,,
605,"Convert 4π/3 to degrees.",210°,240°,135°,60°,60,2,,
606,"Convert 5π/4 to degrees.",315°,0°,225°,330°,60,3,,
607,"Convert 7π/6 to degrees.",225°,210°,135°,45°,60,2,,
608,"Convert 2π to degrees.",330°,240°,210°,360°,60,4,,
609,"Convert 2π to degrees.",315°,60°,360°,270°,60,3,,
610,"Convert π/6 to degrees.",45°,30°,210°,90°,60,2,,
611,"Convert 7π/4 to degrees.",120°,315°,30°,270°,60,2,,
612,"Convert 5π/4 to degrees.",45°,225°,150°,315°,60,2,,
613,"Convert 3π/4 to degrees.",135°,30°,270°,240°,60,1,,
614,"Convert 5π/3 to degrees.",150°,330°,360°,300°,60,4,,
615,"Convert π/4 to degrees.",45°,225°,0°,240°,60,1,,
616,"Convert 7π/6 to degrees.",270°,30°,315°,210°,60,4,,
617,"Convert 7π/4 to degrees.",300°,360°,90°,315°,60,4,,
618,"Convert π/6 to degrees.",150°,45°,240°,30°,60,4,,
619,"Convert 3π/4 to degrees.",135°,150°,300°,120°,60,1,,
620,"Convert π/6 to degrees.",315°,150°,30°,45°,60,3,,
621,"Convert 7π/4 to degrees.",150°,0°,315°,330°,60,3,,
622,"Convert 7π/6 to degrees.",45°,315°,360°,210°,60,4,,
623,"Convert 7π/6 to degrees.",60°,150°,210°,330°,60,3,,
624,"Convert 7π/4 to degrees.",360°,300°,60°,315°,60,4,,
625,"Convert 3π/2 to degrees.",225°,210°,60°,270°,60,4,,
626,"Convert 0 to degrees.",0°,150°,60°,210°,60,1,,
627,"Convert 4π/3 to degrees.",45°,150°,240°,330°,60,3,,
628,"Convert 2π to degrees.",225°,120°,330°,360°,60,4,,
629,"Convert 11π/6 to degrees.",300°,135°,330°,30°,60,3,,
630,"Convert 5π/3 to degrees.",300°,120°,30°,270°,60,1,,
631,"Convert 5π/6 to degrees.",360°,225°,315°,150°,60,4,,
632,"Convert π/3 to degrees.",120°,330°,60°,180°,60,3,,
633,"Convert π/2 to degrees.",45°,225°,90°,210°,60,3,,
634,"Convert 7π/4 to degrees.",240°,135°,315°,45°,60,3,,
635,"Convert π/3 to degrees.",240°,330°,60°,225°,60,3,,
636,"Convert 2π to degrees.",60°,360°,135°,150°,60,2,,
637,"Convert 11π/6 to degrees.",45°,330°,0°,210°,60,2,,
638,"Convert 2π/3 to degrees.",120°,90°,45°,270°,60,1,,
639,"Convert 2π to degrees.",30°,315°,240°,360°,60,4,,
640,"Convert 7π/6 to degrees.",210°,300°,45°,30°,60,1,,
641,"Convert 0 to degrees.",300°,225°,120°,0°,60,4,,
642,"Convert π/4 to degrees.",210°,225°,330°,45°,60,4,,
643,"Convert 2π/3 to degrees.",150°,30°,120°,360°,60,3,,
644,"Convert 5π/4 to degrees.",225°,90°,0°,300°,60,1,,
645,"Convert 5π/4 to degrees.",315°,225°,300°,45°,60,2,,
646,"Convert 11π/6 to degrees.",330°,30°,270°,360°,60,1,,
647,"Convert 4π/3 to degrees.",150°,300°,240°,360°,60,3,,
648,"Convert 3π/4 to degrees.",60°,135°,120°,240°,60,2,,
649,"Convert 7π/4 to degrees.",45°,225°,30°,315°,60,4,,
650,"Convert 3π/4 to degrees.",135°,210°,180°,240°,60,1,,
651,"Convert 7π/4 to degrees.",0°,300°,315°,225°,60,3,,
652,"Convert 5π/6 to degrees.",90°,330°,0°,150°,60,4,,
653,"Convert 7π/6 to degrees.",240°,45°,210°,270°,60,3,,
654,"Convert 5π/4 to degrees.",360°,225°,45°,330°,60,2,,
655,"Convert 7π/6 to degrees.",210°,90°,150°,225°,60,1,,
656,"Convert 5π/6 to degrees.",150°,0°,45°,330°,60,1,,
657,"Convert π/3 to degrees.",330°,315°,135°,60°,60,4,,
658,"Convert 3π/2 to degrees.",315°,120°,330°,270°,60,4,,
659,"Convert 3π/2 to degrees.",210°,150°,315°,270°,60,4,,
660,"Convert 3π/4 to degrees.",135°,30°,0°,45°,60,1,,
661,"Convert 0 to degrees.",225°,270°,0°,300°,60,3,,
662,"Convert 0 to degrees.",0°,150°,45°,180°,60,1,,
663,"Convert 3π/2 to degrees.",0°,120°,315°,270°,60,4,,
664,"Convert π/3 to degrees.",150°,60°,225°,180°,60,2,,
665,"Convert 11π/6 to degrees.",0°,330°,270°,30°,60,2,,
666,"Convert 4π/3 to degrees.",45°,240°,225°,150°,60,2,,
667,"Convert 5π/4 to degrees.",60°,210°,225°,315°,60,3,,
668,"Convert 4π/3 to degrees.",210°,240°,270°,135°,60,2,,
669,"Convert 2π to degrees.",330°,45°,360°,315°,60,3,,
670,"Convert 4π/3 to degrees.",330°,270°,225°,240°,60,4,,
671,"Convert 2π/3 to degrees.",225°,45°,120°,270°,60,3,,
672,"Convert π/4 to degrees.",135°,45°,330°,270°,60,2,,
673,"Convert 5π/4 to degrees.",330°,315°,30°,225°,60,4,,
674,"Convert 0 to degrees.",210°,330°,45°,0°,60,4,,
675,"Convert 11π/6 to degrees.",240°,120°,270°,330°,60,4,,
676,"Convert π/3 to degrees.",150°,210°,270°,60°,60,4,,
677,"Convert π/4 to degrees.",45°,330°,360°,90°,60,1,,
678,"Convert 5π/3 to degrees.",225°,300°,150°,360°,60,2,,
679,"Convert π/6 to degrees.",240°,360°,30°,315°,60,3,,
680,"Convert 5π/4 to degrees.",225°,150°,135°,45°,60,1,,
681,"Convert π/2 to degrees.",120°,135°,90°,315°,60,3,,
682,"Convert 5π/4 to degrees.",300°,240°,225°,315°,60,3,,
683,"Convert 7π/4 to degrees.",225°,315°,210°,135°,60,2,,
684,"Convert 5π/6 to degrees.",180°,150°,135°,90°,60,2,,
685,"Convert π/6 to degrees.",240°,315°,90°,30°,60,4,,
686,"Convert 5π/4 to degrees.",150°,45°,300°,225°,60,4,,
687,"Convert π/3 to degrees.",90°,60°,270°,210°,60,2,,
688,"Convert 11π/6 to degrees.",330°,30°,120°,360°,60,1,,
689,"Convert 5π/4 to degrees.",225°,180°,300°,150°,60,1,,
690,"Convert 7π/4 to degrees.",90°,300°,270°,315°,60,4,,
691,"Convert π/2 to degrees.",90°,0°,180°,300°,60,1,,
692,"Convert 7π/4 to degrees.",180°,315°,120°,240°,60,2,,
693,"Convert 5π/6 to degrees.",135°,225°,150°,300°,60,3,,
694,"Convert 11π/6 to degrees.",210°,330°,270°,300°,60,2,,
695,"Convert 2π/3 to degrees.",90°,120°,45°,315°,60,2,,
696,"Convert 3π/2 to degrees.",90°,120°,225°,270°,60,4,,
697,"Convert 5π/4 to degrees.",225°,270°,315°,150°,60,1,,
698,"Convert π/6 to degrees.",90°,210°,330°,30°,60,4,,
699,"Convert 2π to degrees.",300°,0°,225°,360°,60,4,,
700,"Convert 7π/6 to degrees.",315°,270°,120°,210°,60,4,,
701,"Convert π/6 to degrees.",30°,210°,225°,180°,60,1,,
702,"Convert π/3 to degrees.",210°,270°,225°,60°,60,4,,
703,"Convert 5π/6 to degrees.",0°,330°,225°,150°,60,4,,
704,"Convert 2π/3 to degrees.",120°,30°,210°,180°,60,1,,
705,"Convert 5π/3 to degrees.",120°,300°,90°,270°,60,2,,
706,"Convert 5π/4 to degrees.",225°,30°,150°,180°,60,1,,
707,"Convert 7π/6 to degrees.",240°,60°,210°,225°,60,3,,
708,"Convert 7π/6 to degrees.",210°,0°,30°,300°,60,1,,
709,"Convert 11π/6 to degrees.",225°,240°,360°,330°,60,4,,
710,"Convert 5π/4 to degrees.",315°,225°,45°,30°,60,2,,
711,"Convert π to degrees.",180°,360°,150°,240°,60,1,,
712,"Convert 3π/2 to degrees.",180°,90°,270°,150°,60,3,,
713,"Convert π/3 to degrees.",150°,180°,60°,315°,60,3,,
714,"Convert 5π/3 to degrees.",135°,0°,90°,300°,60,4,,
715,"Convert 5π/6 to degrees.",300°,315°,330°,150°,60,4,,
716,"Convert π/6 to degrees.",30°,0°,120°,330°,60,1,,
717,"Convert 3π/4 to degrees.",135°,120°,225°,240°,60,1,,
718,"Convert π/2 to degrees.",90°,180°,240°,360°,60,1,,
719,"Convert 2π/3 to degrees.",330°,120°,315°,180°,60,2,,
720,"Convert π to degrees.",45°,120°,180°,270°,60,3,,
721,"Convert π/3 to degrees.",60°,30°,270°,360°,60,1,,
722,"Convert 7π/4 to degrees.",315°,210°,225°,90°,60,1,,
723,"Convert 2π/3 to degrees.",90°,120°,225°,0°,60,2,,
724,"Convert 2π/3 to degrees.",30°,180°,120°,330°,60,3,,
725,"Convert 5π/3 to degrees.",30°,315°,300°,240°,60,3,,
726,"Convert 7π/6 to degrees.",270°,210°,180°,330°,60,2,,
727,"Convert 3π/4 to degrees.",180°,135°,300°,90°,60,2,,
728,"Convert 5π/4 to degrees.",180°,315°,225°,45°,60,3,,
729,"Convert 3π/4 to degrees.",135°,315°,180°,90°,60,1,,
730,"Convert π/2 to degrees.",315°,330°,90°,300°,60,3,,
731,"Convert 5π/3 to degrees.",360°,315°,180°,300°,60,4,,
732,"Convert 3π/4 to degrees.",315°,180°,135°,45°,60,3,,
733,"Convert 3π/4 to degrees.",210°,135°,330°,225°,60,2,,
734,"Convert π to degrees.",120°,60°,180°,150°,60,3,,
735,"Convert 2π to degrees.",360°,90°,150°,270°,60,1,,
736,"Convert 4π/3 to degrees.",45°,270°,90°,240°,60,4,,
737,"Convert 4π/3 to degrees.",330°,135°,0°,240°,60,4,,
738,"Convert 5π/4 to degrees.",330°,270°,180°,225°,60,4,,
739,"Convert 7π/6 to degrees.",270°,210°,180°,30°,60,2,,
740,"Convert 5π/3 to degrees.",210°,90°,45°,300°,60,4,,
741,"Convert 3π/4 to degrees.",90°,135°,0°,270°,60,2,,
742,"Convert 11π/6 to degrees.",90°,210°,120°,330°,60,4,,
743,"Convert 3π/4 to degrees.",360°,135°,210°,60°,60,2,,
744,"Convert 3π/4 to degrees.",135°,330°,315°,180°,60,1,,
745,"Convert π/6 to degrees.",45°,60°,210°,30°,60,4,,
746,"Convert 7π/6 to degrees.",210°,0°,150°,240°,60,1,,
747,"Convert 2π to degrees.",225°,180°,135°,360°,60,4,,
748,"Convert 5π/4 to degrees.",45°,120°,60°,225°,60,4,,
749,"Convert 5π/4 to degrees.",300°,225°,0°,360°,60,2,,
750,"Convert π/6 to degrees.",300°,135°,30°,210°,60,3,,
751,"Convert 7π/4 to degrees.",270°,315°,210°,45°,60,2,,
752,"Convert 2π/3 to degrees.",225°,60°,270°,120°,60,4,,
753,"Convert 2π to degrees.",300°,30°,360°,270°,60,3,,
754,"Convert 5π/4 to degrees.",300°,315°,225°,30°,60,3,,
755,"Convert π/3 to degrees.",225°,60°,120°,240°,60,2,,
756,"Convert 2π/3 to degrees.",120°,210°,0°,150°,60,1,,
757,"Convert 7π/4 to degrees.",45°,315°,330°,135°,60,2,,
758,"Convert 7π/4 to degrees.",315°,90°,150°,0°,60,1,,
759,"Convert 5π/6 to degrees.",315°,150°,360°,120°,60,2,,
760,"Convert π/2 to degrees.",90°,120°,225°,300°,60,1,,
761,"Convert 0 to degrees.",30°,315°,45°,0°,60,4,,
762,"Convert 7π/4 to degrees.",90°,150°,360°,315°,60,4,,
763,"Convert 3π/2 to degrees.",315°,240°,180°,270°,60,4,,
764,"Convert 5π/3 to degrees.",240°,225°,300°,90°,60,3,,
765,"Convert 3π/2 to degrees.",270°,90°,360°,180°,60,1,,
766,"Convert 5π/4 to degrees.",90°,225°,60°,180°,60,2,,
767,"Convert 3π/2 to degrees.",270°,240°,60°,45°,60,1,,
768,"Convert π/3 to degrees.",150°,135°,60°,0°,60,3,,
769,"Convert 0 to degrees.",0°,330°,270°,210°,60,1,,
770,"Convert 2π to degrees.",180°,210°,360°,330°,60,3,,
771,"Convert 11π/6 to degrees.",60°,300°,330°,120°,60,3,,
772,"Convert 5π/3 to degrees.",60°,270°,0°,300°,60,4,,
773,"Convert 5π/6 to degrees.",45°,150°,300°,120°,60,2,,
774,"Convert 3π/4 to degrees.",150°,315°,135°,45°,60,3,,
775,"Convert π/6 to degrees.",270°,30°,225°,240°,60,2,,
776,"Convert 7π/4 to degrees.",270°,0°,300°,315°,60,4,,
777,"Convert 4π/3 to degrees.",240°,60°,360°,225°,60,1,,
778,"Convert 3π/4 to degrees.",135°,240°,45°,315°,60,1,,
779,"Convert 0 to degrees.",360°,150°,45°,0°,60,4,,
780,"Convert 2π to degrees.",300°,45°,360°,30°,60,3,,
781,"Convert 3π/4 to degrees.",90°,330°,135°,225°,60,3,,
782,"Convert 3π/2 to degrees.",315°,270°,30°,120°,60,2,,
783,"Convert 3π/2 to degrees.",270°,360°,90°,315°,60,1,,
784,"Convert π/4 to degrees.",30°,90°,45°,135°,60,3,,
785,"Convert 2π/3 to degrees.",120°,330°,240°,90°,60,1,,
786,"Convert 11π/6 to degrees.",330°,0°,45°,240°,60,1,,
787,"Convert 0 to degrees.",45°,0°,90°,135°,60,2,,
788,"Convert π/3 to degrees.",330°,60°,240°,30°,60,2,,
789,"Convert π/6 to degrees.",225°,30°,210°,120°,60,2,,
790,"Convert 4π/3 to degrees.",360°,240°,0°,225°,60,2,,
791,"Convert π/4 to degrees.",45°,135°,360°,30°,60,1,,
792,"Convert 5π/4 to degrees.",225°,150°,210°,0°,60,1,,
793,"Convert 2π/3 to degrees.",135°,120°,150°,360°,60,2,,
794,"Convert 3π/4 to degrees.",0°,150°,135°,45°,60,3,,
795,"Convert π/6 to degrees.",360°,0°,225°,30°,60,4,,
796,"Convert 11π/6 to degrees.",210°,60°,30°,330°,60,4,,
