"Blooket
Import Template",,,,,,,,,
193,"Convert 0° to radians.",π/6,3π/4,0,3π/2,20,3,,
194,"Convert π/3 to degrees.",90°,180°,60°,45°,20,3,,
194,"Convert 315° to radians.",7π/4,5π/6,4π/3,11π/6,20,1,,
195,"Convert π/6 to degrees.",45°,270°,60°,30°,20,4,,
195,"Convert 360° to radians.",2π,5π/4,2π/3,0,20,1,,
196,"Convert π/2 to degrees.",45°,180°,90°,315°,20,3,,
196,"Convert 30° to radians.",π/3,5π/6,11π/6,π/6,20,4,,
197,"Convert 7π/6 to degrees.",330°,90°,210°,135°,20,3,,
197,"Convert 240° to radians.",2π,4π/3,π/6,5π/3,20,2,,
198,"Convert π/2 to degrees.",360°,90°,120°,135°,20,2,,
198,"Convert 210° to radians.",0,7π/6,π,3π/2,20,2,,
199,"Convert 5π/4 to degrees.",135°,45°,225°,0°,20,3,,
199,"Convert 270° to radians.",4π/3,3π/2,2π/3,2π,20,2,,
200,"Convert π/4 to degrees.",270°,90°,45°,150°,20,3,,
200,"Convert 0° to radians.",3π/2,π/3,2π/3,0,20,4,,
201,"Convert 5π/4 to degrees.",135°,90°,300°,225°,20,4,,
201,"Convert 120° to radians.",2π/3,7π/6,2π,π/3,20,1,,
202,"Convert π/3 to degrees.",240°,150°,30°,60°,20,4,,
202,"Convert 30° to radians.",11π/6,π,π/6,π/3,20,3,,
203,"Convert 5π/4 to degrees.",150°,240°,225°,315°,20,3,,
203,"Convert 150° to radians.",π,5π/6,π/4,2π/3,20,2,,
204,"Convert 5π/4 to degrees.",225°,315°,180°,60°,20,1,,
204,"Convert 225° to radians.",7π/4,5π/4,2π/3,π/6,20,2,,
205,"Convert 5π/3 to degrees.",90°,210°,300°,270°,20,3,,
205,"Convert 300° to radians.",π/4,5π/3,7π/4,2π,20,2,,
206,"Convert π/3 to degrees.",60°,0°,315°,360°,20,1,,
206,"Convert 270° to radians.",5π/4,3π/2,π/4,π/6,20,2,,
207,"Convert 7π/4 to degrees.",90°,240°,45°,315°,20,4,,
207,"Convert 150° to radians.",2π,π/6,5π/6,π,20,3,,
208,"Convert 2π/3 to degrees.",90°,360°,120°,315°,20,3,,
208,"Convert 300° to radians.",5π/3,7π/6,11π/6,3π/2,20,1,,
209,"Convert 5π/4 to degrees.",45°,270°,180°,225°,20,4,,
209,"Convert 150° to radians.",3π/2,2π,π/3,5π/6,20,4,,
210,"Convert 3π/2 to degrees.",360°,240°,315°,270°,20,4,,
210,"Convert 60° to radians.",5π/6,π/3,0,2π,20,2,,
211,"Convert 7π/6 to degrees.",210°,60°,135°,120°,20,1,,
211,"Convert 120° to radians.",π,7π/4,2π/3,π/2,20,3,,
212,"Convert π/3 to degrees.",90°,135°,60°,300°,20,3,,
212,"Convert 150° to radians.",π/4,π/2,3π/4,5π/6,20,4,,
213,"Convert 2π/3 to degrees.",45°,135°,300°,120°,20,4,,
213,"Convert 60° to radians.",π/3,π/4,4π/3,5π/3,20,1,,
214,"Convert 0 to degrees.",0°,300°,60°,225°,20,1,,
214,"Convert 60° to radians.",11π/6,7π/4,π/3,5π/4,20,3,,
215,"Convert π/6 to degrees.",30°,45°,150°,135°,20,1,,
215,"Convert 330° to radians.",11π/6,7π/6,5π/6,π/6,20,1,,
216,"Convert 2π to degrees.",225°,120°,360°,270°,20,3,,
216,"Convert 120° to radians.",7π/4,4π/3,5π/4,2π/3,20,4,,
217,"Convert 5π/4 to degrees.",270°,360°,90°,225°,20,4,,
217,"Convert 150° to radians.",π/3,3π/4,5π/6,π/2,20,3,,
218,"Convert 4π/3 to degrees.",240°,90°,315°,0°,20,1,,
218,"Convert 225° to radians.",3π/4,π/4,π/3,5π/4,20,4,,
219,"Convert π/6 to degrees.",270°,210°,150°,30°,20,4,,
219,"Convert 135° to radians.",3π/2,3π/4,5π/3,7π/6,20,2,,
220,"Convert π/2 to degrees.",180°,90°,270°,45°,20,2,,
220,"Convert 330° to radians.",2π,11π/6,2π/3,5π/3,20,2,,
221,"Convert π/6 to degrees.",225°,210°,300°,30°,20,4,,
221,"Convert 360° to radians.",π,5π/6,2π,π/6,20,3,,
222,"Convert π/3 to degrees.",225°,270°,60°,30°,20,3,,
222,"Convert 135° to radians.",π/6,3π/4,3π/2,2π/3,20,2,,
223,"Convert 2π to degrees.",360°,330°,90°,30°,20,1,,
223,"Convert 135° to radians.",7π/6,11π/6,3π/4,π/3,20,3,,
224,"Convert π/2 to degrees.",60°,45°,180°,90°,20,4,,
224,"Convert 240° to radians.",3π/2,2π/3,4π/3,5π/4,20,3,,
225,"Convert 3π/4 to degrees.",135°,90°,330°,120°,20,1,,
225,"Convert 45° to radians.",π/4,5π/3,7π/4,2π,20,1,,
226,"Convert 7π/6 to degrees.",240°,210°,135°,45°,20,2,,
226,"Convert 150° to radians.",5π/6,7π/6,π/6,π/2,20,1,,
227,"Convert 5π/4 to degrees.",270°,225°,210°,30°,20,2,,
227,"Convert 0° to radians.",π/2,π/4,0,2π/3,20,3,,
228,"Convert 11π/6 to degrees.",135°,330°,300°,60°,20,2,,
228,"Convert 30° to radians.",π/6,π,4π/3,π/4,20,1,,
229,"Convert 2π/3 to degrees.",0°,60°,120°,300°,20,3,,
229,"Convert 60° to radians.",0,π/3,π/4,π,20,2,,
230,"Convert 3π/2 to degrees.",45°,300°,30°,270°,20,4,,
230,"Convert 315° to radians.",7π/4,2π,4π/3,2π/3,20,1,,
231,"Convert π/6 to degrees.",30°,0°,240°,60°,20,1,,
231,"Convert 240° to radians.",π/6,π/4,7π/6,4π/3,20,4,,
232,"Convert 5π/4 to degrees.",300°,360°,225°,135°,20,3,,
232,"Convert 210° to radians.",7π/6,3π/2,5π/3,2π/3,20,1,,
233,"Convert 0 to degrees.",0°,240°,360°,180°,20,1,,
233,"Convert 270° to radians.",3π/2,5π/3,2π/3,5π/4,20,1,,
234,"Convert 3π/2 to degrees.",360°,270°,45°,0°,20,2,,
234,"Convert 135° to radians.",π/6,3π/4,π/3,0,20,2,,
235,"Convert 5π/6 to degrees.",45°,150°,330°,240°,20,2,,
235,"Convert 150° to radians.",5π/6,0,2π/3,3π/4,20,1,,
236,"Convert 3π/4 to degrees.",60°,135°,360°,330°,20,2,,
236,"Convert 225° to radians.",π/3,5π/3,3π/4,5π/4,20,4,,
237,"Convert π to degrees.",180°,330°,270°,315°,20,1,,
237,"Convert 210° to radians.",2π,3π/4,5π/4,7π/6,20,4,,
238,"Convert π/6 to degrees.",0°,90°,270°,30°,20,4,,
238,"Convert 210° to radians.",π/6,7π/6,π/3,3π/2,20,2,,
239,"Convert 3π/2 to degrees.",270°,180°,90°,60°,20,1,,
239,"Convert 120° to radians.",2π/3,3π/4,π/2,7π/6,20,1,,
240,"Convert 5π/4 to degrees.",240°,150°,180°,225°,20,4,,
240,"Convert 135° to radians.",3π/4,π,2π,π/3,20,1,,
241,"Convert 11π/6 to degrees.",180°,270°,330°,225°,20,3,,
241,"Convert 315° to radians.",0,2π/3,7π/4,7π/6,20,3,,
242,"Convert 4π/3 to degrees.",240°,0°,45°,135°,20,1,,
242,"Convert 60° to radians.",5π/4,π/3,5π/6,3π/2,20,2,,
243,"Convert π to degrees.",150°,180°,315°,300°,20,2,,
243,"Convert 210° to radians.",7π/4,7π/6,11π/6,2π/3,20,2,,
244,"Convert 5π/6 to degrees.",300°,210°,150°,0°,20,3,,
244,"Convert 150° to radians.",π/2,5π/3,π/3,5π/6,20,4,,
245,"Convert π/2 to degrees.",30°,210°,270°,90°,20,4,,
245,"Convert 360° to radians.",2π,π/2,4π/3,7π/4,20,1,,
246,"Convert π to degrees.",30°,180°,270°,60°,20,2,,
246,"Convert 210° to radians.",7π/6,3π/4,3π/2,π/3,20,1,,
247,"Convert 11π/6 to degrees.",150°,300°,60°,330°,20,4,,
247,"Convert 180° to radians.",5π/6,π,π/3,5π/4,20,2,,
248,"Convert 7π/6 to degrees.",30°,210°,270°,315°,20,2,,
248,"Convert 300° to radians.",5π/3,π/3,7π/6,3π/2,20,1,,
249,"Convert 5π/3 to degrees.",300°,135°,90°,210°,20,1,,
249,"Convert 210° to radians.",7π/6,0,π/6,2π/3,20,1,,
250,"Convert π/3 to degrees.",60°,120°,360°,210°,20,1,,
250,"Convert 90° to radians.",π/2,5π/3,11π/6,π/4,20,1,,
251,"Convert 4π/3 to degrees.",240°,150°,225°,0°,20,1,,
251,"Convert 150° to radians.",5π/6,0,4π/3,7π/6,20,1,,
252,"Convert 5π/3 to degrees.",300°,360°,180°,240°,20,1,,
252,"Convert 60° to radians.",π,π/4,π/3,π/2,20,3,,
253,"Convert 11π/6 to degrees.",330°,135°,360°,210°,20,1,,
253,"Convert 0° to radians.",π,0,3π/4,5π/4,20,2,,
254,"Convert 2π to degrees.",330°,360°,225°,180°,20,2,,
254,"Convert 180° to radians.",11π/6,π,π/6,7π/4,20,2,,
255,"Convert 3π/2 to degrees.",60°,330°,270°,135°,20,3,,
255,"Convert 150° to radians.",π/2,5π/6,π/4,5π/3,20,2,,
256,"Convert 2π to degrees.",360°,240°,60°,315°,20,1,,
256,"Convert 120° to radians.",π,7π/4,2π/3,5π/4,20,3,,
257,"Convert π/2 to degrees.",45°,150°,90°,330°,20,3,,
257,"Convert 120° to radians.",5π/6,3π/4,5π/4,2π/3,20,4,,
258,"Convert 5π/3 to degrees.",90°,210°,135°,300°,20,4,,
258,"Convert 300° to radians.",π/2,π,5π/3,2π,20,3,,
259,"Convert 5π/4 to degrees.",45°,135°,225°,30°,20,3,,
259,"Convert 30° to radians.",π/4,π/6,3π/4,11π/6,20,2,,
260,"Convert 3π/2 to degrees.",360°,90°,270°,0°,20,3,,
260,"Convert 45° to radians.",5π/3,π/3,11π/6,π/4,20,4,,
261,"Convert 7π/6 to degrees.",210°,0°,360°,330°,20,1,,
261,"Convert 120° to radians.",7π/4,2π/3,7π/6,5π/3,20,2,,
262,"Convert 5π/3 to degrees.",225°,120°,300°,90°,20,3,,
262,"Convert 315° to radians.",4π/3,π/6,7π/4,2π/3,20,3,,
263,"Convert 2π/3 to degrees.",150°,60°,0°,120°,20,4,,
263,"Convert 225° to radians.",3π/4,7π/4,5π/4,0,20,3,,
264,"Convert π/2 to degrees.",120°,90°,300°,225°,20,2,,
264,"Convert 135° to radians.",5π/6,3π/4,π/6,5π/3,20,2,,
265,"Convert π/2 to degrees.",150°,135°,90°,300°,20,3,,
265,"Convert 45° to radians.",π/3,5π/4,π/4,2π/3,20,3,,
266,"Convert 5π/3 to degrees.",300°,0°,135°,150°,20,1,,
266,"Convert 0° to radians.",0,7π/4,2π,3π/2,20,1,,
267,"Convert π/4 to degrees.",300°,45°,135°,60°,20,2,,
267,"Convert 270° to radians.",3π/2,5π/3,4π/3,π/3,20,1,,
268,"Convert 5π/4 to degrees.",120°,210°,225°,60°,20,3,,
268,"Convert 300° to radians.",5π/3,2π/3,2π,π,20,1,,
269,"Convert 4π/3 to degrees.",225°,120°,60°,240°,20,4,,
269,"Convert 210° to radians.",7π/6,5π/3,2π,0,20,1,,
270,"Convert 5π/6 to degrees.",210°,330°,150°,135°,20,3,,
270,"Convert 135° to radians.",π/2,2π,3π/4,7π/4,20,3,,
271,"Convert 5π/6 to degrees.",180°,210°,120°,150°,20,4,,
271,"Convert 60° to radians.",π/3,2π,5π/3,0,20,1,,
272,"Convert 3π/4 to degrees.",315°,135°,0°,30°,20,2,,
272,"Convert 45° to radians.",3π/2,2π,π,π/4,20,4,,
273,"Convert π to degrees.",300°,90°,180°,315°,20,3,,
273,"Convert 225° to radians.",7π/4,5π/6,5π/4,11π/6,20,3,,
274,"Convert 2π to degrees.",45°,240°,30°,360°,20,4,,
274,"Convert 30° to radians.",3π/4,π/6,5π/6,2π/3,20,2,,
275,"Convert 4π/3 to degrees.",180°,240°,360°,0°,20,2,,
275,"Convert 90° to radians.",2π,5π/4,π/2,π/4,20,3,,
276,"Convert 4π/3 to degrees.",60°,210°,300°,240°,20,4,,
276,"Convert 300° to radians.",5π/3,4π/3,0,5π/6,20,1,,
277,"Convert π/4 to degrees.",270°,240°,45°,0°,20,3,,
277,"Convert 45° to radians.",π/4,3π/4,11π/6,3π/2,20,1,,
278,"Convert 4π/3 to degrees.",45°,240°,315°,180°,20,2,,
278,"Convert 315° to radians.",7π/4,π/6,π/4,π/3,20,1,,
279,"Convert 11π/6 to degrees.",330°,240°,45°,90°,20,1,,
279,"Convert 315° to radians.",11π/6,π/6,2π,7π/4,20,4,,
280,"Convert 3π/2 to degrees.",360°,270°,150°,45°,20,2,,
280,"Convert 45° to radians.",π/2,11π/6,4π/3,π/4,20,4,,
281,"Convert 0 to degrees.",360°,0°,240°,135°,20,2,,
281,"Convert 150° to radians.",π/3,π/2,5π/6,π/4,20,3,,
282,"Convert 4π/3 to degrees.",180°,240°,330°,30°,20,2,,
282,"Convert 150° to radians.",5π/3,4π/3,π/6,5π/6,20,4,,
283,"Convert 7π/6 to degrees.",30°,210°,45°,150°,20,2,,
283,"Convert 90° to radians.",π/4,5π/4,π/2,5π/6,20,3,,
284,"Convert 7π/4 to degrees.",0°,45°,225°,315°,20,4,,
284,"Convert 90° to radians.",5π/4,π/6,π/2,11π/6,20,3,,
285,"Convert π/2 to degrees.",210°,135°,225°,90°,20,4,,
285,"Convert 240° to radians.",π/6,7π/4,4π/3,π,20,3,,
286,"Convert 5π/4 to degrees.",90°,150°,225°,0°,20,3,,
286,"Convert 240° to radians.",π/3,π/6,4π/3,7π/6,20,3,,
287,"Convert 3π/4 to degrees.",0°,135°,30°,360°,20,2,,
287,"Convert 180° to radians.",5π/3,3π/4,2π,π,20,4,,
288,"Convert 5π/6 to degrees.",225°,150°,330°,315°,20,2,,
288,"Convert 210° to radians.",4π/3,11π/6,π/4,7π/6,20,4,,
289,"Convert π/2 to degrees.",135°,60°,90°,120°,20,3,,
289,"Convert 210° to radians.",3π/4,7π/6,3π/2,0,20,2,,
290,"Convert π/6 to degrees.",0°,180°,150°,30°,20,4,,
290,"Convert 0° to radians.",5π/4,π/3,0,2π,20,3,,
291,"Convert 5π/4 to degrees.",225°,135°,0°,30°,20,1,,
291,"Convert 240° to radians.",0,2π,4π/3,π/2,20,3,,
292,"Convert 3π/2 to degrees.",135°,0°,240°,270°,20,4,,
292,"Convert 225° to radians.",3π/4,4π/3,3π/2,5π/4,20,4,,
293,"Convert 2π to degrees.",0°,210°,225°,360°,20,4,,
293,"Convert 225° to radians.",5π/3,7π/4,5π/4,2π/3,20,3,,
294,"Convert π/3 to degrees.",180°,330°,60°,120°,20,3,,
294,"Convert 360° to radians.",4π/3,0,5π/3,2π,20,4,,
295,"Convert 5π/4 to degrees.",150°,90°,45°,225°,20,4,,
295,"Convert 0° to radians.",0,11π/6,7π/4,5π/6,20,1,,
296,"Convert 7π/6 to degrees.",45°,330°,270°,210°,20,4,,
296,"Convert 300° to radians.",5π/3,3π/4,7π/6,5π/6,20,1,,
297,"Convert 0 to degrees.",270°,135°,0°,60°,20,3,,
297,"Convert 120° to radians.",π,2π/3,5π/4,5π/6,20,2,,
298,"Convert 4π/3 to degrees.",0°,240°,90°,270°,20,2,,
298,"Convert 120° to radians.",7π/6,π/4,2π/3,0,20,3,,
299,"Convert π/2 to degrees.",300°,270°,90°,30°,20,3,,
299,"Convert 0° to radians.",0,π,2π,π/2,20,1,,
300,"Convert 2π/3 to degrees.",30°,225°,120°,270°,20,3,,
300,"Convert 45° to radians.",π/4,0,3π/2,7π/4,20,1,,
301,"Convert π/6 to degrees.",315°,360°,30°,180°,20,3,,
301,"Convert 300° to radians.",π,11π/6,5π/3,π/2,20,3,,
302,"Convert π/6 to degrees.",240°,330°,30°,60°,20,3,,
302,"Convert 270° to radians.",3π/2,π/3,π/6,3π/4,20,1,,
303,"Convert 5π/4 to degrees.",90°,120°,225°,315°,20,3,,
303,"Convert 300° to radians.",5π/3,7π/4,π/2,π/4,20,1,,
304,"Convert π/2 to degrees.",45°,210°,90°,135°,20,3,,
304,"Convert 150° to radians.",11π/6,2π/3,0,5π/6,20,4,,
305,"Convert 7π/4 to degrees.",315°,45°,150°,300°,20,1,,
305,"Convert 45° to radians.",2π/3,π/3,3π/4,π/4,20,4,,
306,"Convert π/2 to degrees.",180°,90°,30°,210°,20,2,,
306,"Convert 150° to radians.",5π/6,π,5π/4,2π,20,1,,
307,"Convert π/2 to degrees.",30°,210°,270°,90°,20,4,,
307,"Convert 225° to radians.",2π,0,3π/2,5π/4,20,4,,
308,"Convert 11π/6 to degrees.",330°,150°,360°,60°,20,1,,
308,"Convert 300° to radians.",π/6,2π/3,3π/4,5π/3,20,4,,
309,"Convert 3π/4 to degrees.",60°,180°,240°,135°,20,4,,
309,"Convert 225° to radians.",5π/4,3π/2,3π/4,7π/6,20,1,,
310,"Convert 5π/6 to degrees.",210°,30°,60°,150°,20,4,,
310,"Convert 0° to radians.",2π,7π/6,5π/3,0,20,4,,
311,"Convert π/3 to degrees.",30°,135°,300°,60°,20,4,,
311,"Convert 360° to radians.",11π/6,π/4,2π,3π/4,20,3,,
312,"Convert π/6 to degrees.",150°,180°,30°,300°,20,3,,
312,"Convert 45° to radians.",π/4,3π/4,7π/4,4π/3,20,1,,
313,"Convert 5π/4 to degrees.",225°,30°,300°,210°,20,1,,
313,"Convert 90° to radians.",5π/6,π,5π/3,π/2,20,4,,
314,"Convert 5π/4 to degrees.",0°,135°,225°,30°,20,3,,
314,"Convert 180° to radians.",2π/3,π,3π/2,11π/6,20,2,,
315,"Convert 11π/6 to degrees.",330°,300°,0°,150°,20,1,,
315,"Convert 315° to radians.",4π/3,7π/4,7π/6,π/4,20,2,,
316,"Convert 5π/4 to degrees.",225°,360°,315°,240°,20,1,,
316,"Convert 120° to radians.",2π/3,2π,3π/4,4π/3,20,1,,
317,"Convert π/3 to degrees.",60°,360°,225°,150°,20,1,,
317,"Convert 180° to radians.",π,5π/3,π/4,3π/4,20,1,,
318,"Convert π/3 to degrees.",60°,300°,90°,135°,20,1,,
318,"Convert 240° to radians.",π/2,4π/3,3π/2,5π/4,20,2,,
319,"Convert 4π/3 to degrees.",240°,225°,330°,0°,20,1,,
319,"Convert 30° to radians.",5π/4,π/6,2π/3,0,20,2,,
320,"Convert 2π/3 to degrees.",120°,0°,135°,45°,20,1,,
320,"Convert 300° to radians.",2π,2π/3,π/2,5π/3,20,4,,
321,"Convert 5π/6 to degrees.",150°,45°,30°,135°,20,1,,
321,"Convert 90° to radians.",π,π/3,2π,π/2,20,4,,
322,"Convert π/2 to degrees.",300°,60°,90°,150°,20,3,,
322,"Convert 150° to radians.",π/3,3π/2,2π/3,5π/6,20,4,,
323,"Convert 0 to degrees.",270°,300°,0°,225°,20,3,,
323,"Convert 60° to radians.",π/3,2π,0,7π/4,20,1,,
324,"Convert 5π/3 to degrees.",330°,270°,300°,45°,20,3,,
324,"Convert 30° to radians.",5π/3,5π/4,π/6,π/3,20,3,,
325,"Convert 7π/6 to degrees.",60°,225°,210°,135°,20,3,,
325,"Convert 315° to radians.",π,2π/3,7π/4,3π/4,20,3,,
326,"Convert 5π/3 to degrees.",150°,300°,330°,210°,20,2,,
326,"Convert 90° to radians.",5π/4,7π/6,π/2,2π/3,20,3,,
327,"Convert 7π/6 to degrees.",330°,90°,210°,270°,20,3,,
327,"Convert 135° to radians.",7π/4,3π/4,5π/6,2π,20,2,,
328,"Convert 3π/4 to degrees.",330°,225°,135°,315°,20,3,,
328,"Convert 300° to radians.",π,5π/3,4π/3,5π/6,20,2,,
329,"Convert 3π/4 to degrees.",90°,135°,150°,45°,20,2,,
329,"Convert 60° to radians.",π/3,7π/4,3π/2,3π/4,20,1,,
330,"Convert π/2 to degrees.",270°,60°,90°,360°,20,3,,
330,"Convert 300° to radians.",2π/3,3π/2,5π/3,5π/4,20,3,,
331,"Convert 4π/3 to degrees.",0°,315°,270°,240°,20,4,,
331,"Convert 30° to radians.",π/6,0,π/3,5π/6,20,1,,
332,"Convert 2π to degrees.",360°,210°,135°,45°,20,1,,
332,"Convert 180° to radians.",π/4,π,3π/2,4π/3,20,2,,
333,"Convert 3π/2 to degrees.",360°,315°,270°,240°,20,3,,
333,"Convert 150° to radians.",π,2π,5π/6,7π/6,20,3,,
334,"Convert π/6 to degrees.",120°,60°,30°,135°,20,3,,
334,"Convert 270° to radians.",π/2,2π,3π/2,3π/4,20,3,,
335,"Convert 5π/3 to degrees.",270°,45°,300°,180°,20,3,,
335,"Convert 330° to radians.",3π/2,4π/3,7π/6,11π/6,20,4,,
336,"Convert π/4 to degrees.",210°,120°,45°,90°,20,3,,
336,"Convert 135° to radians.",3π/4,5π/6,2π,7π/6,20,1,,
337,"Convert π/4 to degrees.",60°,225°,180°,45°,20,4,,
337,"Convert 135° to radians.",5π/6,3π/4,π/3,7π/6,20,2,,
338,"Convert π/4 to degrees.",60°,360°,30°,45°,20,4,,
338,"Convert 120° to radians.",11π/6,3π/4,2π/3,π/2,20,3,,
339,"Convert 4π/3 to degrees.",60°,240°,180°,150°,20,2,,
339,"Convert 150° to radians.",4π/3,5π/6,5π/4,11π/6,20,2,,
340,"Convert 3π/2 to degrees.",45°,135°,60°,270°,20,4,,
340,"Convert 30° to radians.",π/6,π/3,5π/6,2π,20,1,,
341,"Convert 3π/2 to degrees.",120°,270°,30°,90°,20,2,,
341,"Convert 30° to radians.",π/6,7π/6,4π/3,π/2,20,1,,
342,"Convert 5π/6 to degrees.",0°,150°,180°,270°,20,2,,
342,"Convert 270° to radians.",7π/6,0,7π/4,3π/2,20,4,,
343,"Convert π/4 to degrees.",330°,150°,45°,90°,20,3,,
343,"Convert 210° to radians.",5π/6,7π/6,3π/2,π/2,20,2,,
344,"Convert 7π/4 to degrees.",315°,210°,270°,90°,20,1,,
344,"Convert 60° to radians.",π/3,π/2,3π/2,7π/6,20,1,,
345,"Convert 4π/3 to degrees.",240°,330°,0°,90°,20,1,,
345,"Convert 360° to radians.",2π/3,2π,7π/4,π/3,20,2,,
346,"Convert 7π/6 to degrees.",210°,90°,270°,30°,20,1,,
346,"Convert 300° to radians.",11π/6,7π/4,5π/3,4π/3,20,3,,
347,"Convert 3π/2 to degrees.",240°,225°,300°,270°,20,4,,
347,"Convert 30° to radians.",π/2,π/4,π/6,0,20,3,,
348,"Convert π/3 to degrees.",60°,300°,90°,135°,20,1,,
348,"Convert 0° to radians.",π/6,0,5π/6,π/2,20,2,,
349,"Convert 7π/6 to degrees.",210°,45°,60°,135°,20,1,,
349,"Convert 300° to radians.",5π/3,4π/3,5π/4,π/4,20,1,,
350,"Convert 7π/4 to degrees.",360°,315°,0°,30°,20,2,,
350,"Convert 180° to radians.",π/4,π,5π/3,π/6,20,2,,
351,"Convert π/6 to degrees.",30°,0°,210°,225°,20,1,,
351,"Convert 210° to radians.",7π/6,2π,3π/4,π/4,20,1,,
352,"Convert 3π/4 to degrees.",60°,210°,135°,360°,20,3,,
352,"Convert 240° to radians.",5π/6,4π/3,π/4,0,20,2,,
353,"Convert π/6 to degrees.",30°,180°,0°,300°,20,1,,
353,"Convert 30° to radians.",2π/3,5π/4,11π/6,π/6,20,4,,
354,"Convert π/2 to degrees.",120°,90°,360°,300°,20,2,,
354,"Convert 225° to radians.",5π/6,π/2,5π/4,7π/4,20,3,,
355,"Convert 4π/3 to degrees.",60°,225°,240°,0°,20,3,,
355,"Convert 270° to radians.",2π,3π/2,π,3π/4,20,2,,
356,"Convert 5π/3 to degrees.",150°,270°,30°,300°,20,4,,
356,"Convert 30° to radians.",π/6,π/3,5π/3,2π,20,1,,
357,"Convert 7π/6 to degrees.",315°,45°,210°,330°,20,3,,
357,"Convert 30° to radians.",π/6,3π/4,4π/3,π,20,1,,
358,"Convert 3π/4 to degrees.",45°,135°,0°,360°,20,2,,
358,"Convert 225° to radians.",5π/4,π/6,11π/6,7π/4,20,1,,
359,"Convert π/2 to degrees.",360°,30°,90°,135°,20,3,,
359,"Convert 30° to radians.",4π/3,11π/6,3π/4,π/6,20,4,,
360,"Convert 5π/6 to degrees.",330°,150°,360°,240°,20,2,,
360,"Convert 270° to radians.",2π,2π/3,3π/2,0,20,3,,
361,"Convert 11π/6 to degrees.",90°,135°,330°,225°,20,3,,
361,"Convert 135° to radians.",π/6,2π/3,π/4,3π/4,20,4,,
362,"Convert 3π/4 to degrees.",45°,150°,135°,240°,20,3,,
362,"Convert 270° to radians.",11π/6,5π/6,5π/4,3π/2,20,4,,
363,"Convert 7π/6 to degrees.",30°,210°,330°,300°,20,2,,
363,"Convert 315° to radians.",7π/4,3π/4,π/2,π/3,20,1,,
364,"Convert π/4 to degrees.",270°,45°,60°,315°,20,2,,
364,"Convert 120° to radians.",3π/4,2π/3,2π,0,20,2,,
365,"Convert 0 to degrees.",0°,30°,60°,270°,20,1,,
365,"Convert 210° to radians.",5π/4,2π/3,2π,7π/6,20,4,,
366,"Convert 5π/4 to degrees.",150°,180°,225°,60°,20,3,,
366,"Convert 300° to radians.",3π/2,π/2,2π/3,5π/3,20,4,,
367,"Convert 7π/4 to degrees.",270°,60°,315°,120°,20,3,,
367,"Convert 240° to radians.",5π/3,π/3,4π/3,2π,20,3,,
368,"Convert 2π to degrees.",45°,90°,360°,240°,20,3,,
368,"Convert 60° to radians.",4π/3,3π/2,π/3,5π/4,20,3,,
369,"Convert π/4 to degrees.",150°,120°,30°,45°,20,4,,
369,"Convert 240° to radians.",2π,4π/3,π/6,7π/4,20,2,,
370,"Convert 5π/3 to degrees.",225°,30°,120°,300°,20,4,,
370,"Convert 0° to radians.",0,π/2,7π/4,π/6,20,1,,
371,"Convert π/6 to degrees.",135°,300°,360°,30°,20,4,,
371,"Convert 240° to radians.",4π/3,11π/6,5π/4,5π/6,20,1,,
372,"Convert 7π/4 to degrees.",300°,315°,270°,150°,20,2,,
372,"Convert 180° to radians.",π,3π/2,5π/4,π/6,20,1,,
373,"Convert 5π/4 to degrees.",210°,0°,300°,225°,20,4,,
373,"Convert 135° to radians.",3π/4,π,π/4,π/6,20,1,,
374,"Convert 3π/2 to degrees.",270°,60°,150°,0°,20,1,,
374,"Convert 360° to radians.",3π/2,π/2,2π/3,2π,20,4,,
375,"Convert 3π/2 to degrees.",315°,270°,300°,120°,20,2,,
375,"Convert 180° to radians.",3π/2,π/2,π,5π/6,20,3,,
376,"Convert 3π/4 to degrees.",45°,135°,315°,240°,20,2,,
376,"Convert 150° to radians.",π,7π/6,π/4,5π/6,20,4,,
377,"Convert 7π/4 to degrees.",240°,120°,90°,315°,20,4,,
377,"Convert 315° to radians.",5π/4,7π/4,π/4,0,20,2,,
378,"Convert 3π/4 to degrees.",180°,300°,135°,45°,20,3,,
378,"Convert 45° to radians.",π/4,5π/4,4π/3,5π/6,20,1,,
379,"Convert 11π/6 to degrees.",330°,30°,90°,120°,20,1,,
379,"Convert 315° to radians.",7π/4,11π/6,0,3π/2,20,1,,
380,"Convert 2π/3 to degrees.",30°,330°,120°,180°,20,3,,
380,"Convert 225° to radians.",2π,7π/4,5π/4,0,20,3,,
381,"Convert π/4 to degrees.",60°,240°,45°,300°,20,3,,
381,"Convert 150° to radians.",5π/6,0,2π,4π/3,20,1,,
382,"Convert π/6 to degrees.",0°,210°,30°,225°,20,3,,
382,"Convert 120° to radians.",0,π,2π/3,π/2,20,3,,
383,"Convert π/4 to degrees.",180°,45°,150°,270°,20,2,,
383,"Convert 45° to radians.",π/4,7π/4,2π,3π/4,20,1,,
384,"Convert 7π/6 to degrees.",225°,270°,135°,210°,20,4,,
384,"Convert 270° to radians.",2π,0,π/3,3π/2,20,4,,
385,"Convert 7π/4 to degrees.",270°,90°,315°,360°,20,3,,
385,"Convert 225° to radians.",3π/4,5π/4,π/4,5π/6,20,2,,
386,"Convert 7π/6 to degrees.",45°,135°,210°,90°,20,3,,
