"Blooket
Import Template",,,,,,,,,
270,"Select the growth factor that will model an increase of 68%",1 - 0.68,0.68,1 + 0.68,0.32,12,3,,
271,"Select the growth factor that will model a decrease of 20%",0.8,1.2,1 - 0.8,1 + 0.8,12,1,,
272,"Select the growth factor that will model an increase of 79%",1 - 0.21,1.21,1 + 0.21,1.79,12,4,,
273,"Select the growth factor that will model a decrease of 26%",0.74,1.74,0.26,1 - 0.74,12,1,,
274,"Select the growth factor that will model a decrease of 11%",0.11,0.89,1.11,1 + 0.89,12,2,,
275,"Select the growth factor that will model a decrease of 62%",0.38,1 - 0.38,1.38,1.62,12,1,,
276,"Select the growth factor that will model a decrease of 53%",1 - 0.53,1 + 0.47,0.53,1 + 0.53,12,1,,
277,"Select the growth factor that will model a decrease of 75%",0.75,1.75,1 - 0.75,1 + 0.75,12,3,,
278,"Select the growth factor that will model a decrease of 32%",1 - 0.68,1 + 0.32,0.68,1.32,12,3,,
279,"Select the growth factor that will model a decrease of 42%",0.58,1 + 0.42,1.42,1.58,12,1,,
280,"Select the growth factor that will model an increase of 83%",1 + 0.17,0.17,1.83,0.83,12,3,,
281,"Select the growth factor that will model an increase of 70%",1 + 0.3,1.3,1 - 0.3,1.7,12,4,,
282,"Select the growth factor that will model an increase of 81%",1.81,0.81,1.19,1 - 0.19,12,1,,
283,"Select the growth factor that will model an increase of 2%",1.02,1.98,0.98,0.02,12,1,,
284,"Select the growth factor that will model a decrease of 19%",1 + 0.81,0.19,1.81,1 - 0.19,12,4,,
285,"Select the growth factor that will model an increase of 97%",1.03,1 + 0.97,1 - 0.97,1 - 0.03,12,2,,
286,"Select the growth factor that will model a decrease of 81%",0.81,1 + 0.19,1.19,1 - 0.81,12,4,,
287,"Select the growth factor that will model an increase of 90%",0.9,0.1,1.9,1 - 0.1,12,3,,
288,"Select the growth factor that will model a decrease of 58%",1 - 0.58,1 + 0.42,1 + 0.58,1.58,12,1,,
289,"Select the growth factor that will model a decrease of 41%",1 + 0.41,0.59,1.41,0.41,12,2,,
290,"Select the growth factor that will model an increase of 20%",1.8,0.2,1 - 0.2,1 + 0.2,12,4,,
291,"Select the growth factor that will model an increase of 86%",1 + 0.86,1.14,0.86,0.14,12,1,,
292,"Select the growth factor that will model a decrease of 65%",1.35,1.65,1 + 0.65,0.35,12,4,,
293,"Select the growth factor that will model a decrease of 92%",1 - 0.08,0.92,1.92,1 - 0.92,12,4,,
294,"Select the growth factor that will model an increase of 7%",0.07,1 - 0.93,0.93,1.07,12,4,,
295,"Select the growth factor that will model an increase of 55%",1 - 0.55,1 + 0.45,1 + 0.55,1 - 0.45,12,3,,
296,"Select the growth factor that will model an increase of 13%",1.13,1.87,0.87,1 + 0.87,12,1,,
297,"Select the growth factor that will model a decrease of 96%",1 + 0.04,0.04,1.96,1 + 0.96,12,2,,
298,"Select the growth factor that will model a decrease of 20%",1 - 0.8,1.2,0.8,1 + 0.8,12,3,,
299,"Select the growth factor that will model a decrease of 62%",1 - 0.62,1.38,0.62,1 - 0.38,12,1,,
300,"Select the growth factor that will model a decrease of 48%",1 - 0.52,0.52,1.48,1 + 0.52,12,2,,
301,"Select the growth factor that will model a decrease of 64%",1.36,0.64,1 + 0.64,1 - 0.64,12,4,,
302,"Select the growth factor that will model an increase of 91%",1.09,1.91,1 - 0.91,0.09,12,2,,
303,"Select the growth factor that will model an increase of 56%",1 + 0.56,1.44,0.44,0.56,12,1,,
304,"Select the growth factor that will model a decrease of 49%",0.51,1.51,1.49,1 + 0.51,12,1,,
305,"Select the growth factor that will model an increase of 2%",1.98,1 - 0.02,1.02,1 + 0.98,12,3,,
306,"Select the growth factor that will model an increase of 8%",0.08,1 - 0.08,1 + 0.92,1.08,12,4,,
307,"Select the growth factor that will model a decrease of 88%",1.88,1 + 0.12,1.12,1 - 0.88,12,4,,
308,"Select the growth factor that will model an increase of 81%",1 - 0.81,1 - 0.19,1 + 0.19,1.81,12,4,,
309,"Select the growth factor that will model a decrease of 21%",1 - 0.21,1 - 0.79,1.21,1.79,12,1,,
310,"Select the growth factor that will model an increase of 64%",1 + 0.64,0.64,1 + 0.36,1.36,12,1,,
311,"Select the growth factor that will model a decrease of 5%",1 + 0.95,1 - 0.95,0.05,1 - 0.05,12,4,,
312,"Select the growth factor that will model a decrease of 51%",1 - 0.49,0.49,1.51,0.51,12,2,,
313,"Select the growth factor that will model an increase of 79%",1.79,1 + 0.21,0.79,1.21,12,1,,
314,"Select the growth factor that will model an increase of 47%",1 + 0.53,1 + 0.47,0.47,1.53,12,2,,
315,"Select the growth factor that will model a decrease of 11%",1.89,1 - 0.11,1.11,0.11,12,2,,
316,"Select the growth factor that will model a decrease of 31%",1.69,1 + 0.31,0.69,0.31,12,3,,
317,"Select the growth factor that will model an increase of 25%",1 + 0.25,1.75,0.25,1 + 0.75,12,1,,
318,"Select the growth factor that will model an increase of 28%",1.72,0.28,1.28,1 - 0.72,12,3,,
319,"Select the growth factor that will model a decrease of 55%",1.55,1 + 0.45,1 - 0.45,0.45,12,4,,
320,"Select the growth factor that will model a decrease of 61%",1.61,1 + 0.61,1.39,1 - 0.61,12,4,,
321,"Select the growth factor that will model an increase of 54%",0.46,1 + 0.46,1 + 0.54,1 - 0.46,12,3,,
322,"Select the growth factor that will model an increase of 26%",1 + 0.26,1 - 0.74,1 + 0.74,1 - 0.26,12,1,,
323,"Select the growth factor that will model a decrease of 98%",1 + 0.98,1 - 0.02,1 + 0.02,0.02,12,4,,
324,"Select the growth factor that will model an increase of 28%",1 - 0.72,1 - 0.28,1 + 0.72,1.28,12,4,,
325,"Select the growth factor that will model an increase of 74%",1 + 0.74,1 - 0.26,1 + 0.26,1 - 0.74,12,1,,
326,"Select the growth factor that will model an increase of 71%",1.29,0.29,1.71,1 - 0.29,12,3,,
327,"Select the growth factor that will model a decrease of 29%",1.29,0.29,1 - 0.71,1 - 0.29,12,4,,
328,"Select the growth factor that will model a decrease of 8%",0.92,1 - 0.92,1.08,1 + 0.92,12,1,,
329,"Select the growth factor that will model an increase of 90%",0.9,1 + 0.9,0.1,1 - 0.9,12,2,,
330,"Select the growth factor that will model an increase of 66%",1 - 0.34,1 + 0.66,0.34,0.66,12,2,,
331,"Select the growth factor that will model a decrease of 67%",0.67,1 - 0.67,1.33,1 + 0.67,12,2,,
332,"Select the growth factor that will model an increase of 99%",0.99,1 + 0.01,1.99,1 - 0.99,12,3,,
333,"Select the growth factor that will model an increase of 64%",1 - 0.36,0.36,1 + 0.64,1 - 0.64,12,3,,
334,"Select the growth factor that will model a decrease of 46%",1.46,0.54,1 + 0.54,1 - 0.54,12,2,,
335,"Select the growth factor that will model an increase of 24%",1 + 0.76,0.76,1 - 0.76,1 + 0.24,12,4,,
336,"Select the growth factor that will model a decrease of 4%",0.96,1 - 0.96,0.04,1.04,12,1,,
337,"Select the growth factor that will model a decrease of 25%",1 - 0.25,1.25,1 + 0.25,1 + 0.75,12,1,,
338,"Select the growth factor that will model an increase of 31%",1 + 0.31,0.69,1 - 0.69,0.31,12,1,,
339,"Select the growth factor that will model a decrease of 81%",1.81,1 + 0.81,0.19,1 - 0.19,12,3,,
340,"Select the growth factor that will model a decrease of 97%",1 - 0.97,1 - 0.03,1.03,0.97,12,1,,
341,"Select the growth factor that will model an increase of 26%",0.26,1.26,1.74,1 + 0.74,12,2,,
342,"Select the growth factor that will model a decrease of 20%",1.8,0.2,0.8,1 + 0.2,12,3,,
343,"Select the growth factor that will model an increase of 99%",1 - 0.01,1.01,0.99,1 + 0.99,12,4,,
344,"Select the growth factor that will model a decrease of 75%",1 - 0.25,1 + 0.25,1.75,1 - 0.75,12,4,,
345,"Select the growth factor that will model a decrease of 22%",0.78,1.22,1.78,1 - 0.78,12,1,,
346,"Select the growth factor that will model an increase of 64%",1 - 0.36,1 + 0.64,1.36,1 - 0.64,12,2,,
347,"Select the growth factor that will model an increase of 32%",1 - 0.32,1.68,1 + 0.32,0.32,12,3,,
348,"Select the growth factor that will model a decrease of 94%",0.06,1 + 0.94,1 + 0.06,1.06,12,1,,
349,"Select the growth factor that will model a decrease of 79%",1.21,0.21,1 + 0.79,0.79,12,2,,
350,"Select the growth factor that will model an increase of 72%",1 - 0.72,1 - 0.28,1.72,0.72,12,3,,
351,"Select the growth factor that will model a decrease of 36%",0.36,1 - 0.36,1 + 0.36,1.64,12,2,,
352,"Select the growth factor that will model an increase of 80%",1 - 0.2,1.2,1 + 0.8,1 - 0.8,12,3,,
353,"Select the growth factor that will model an increase of 47%",1 - 0.47,1.53,0.47,1.47,12,4,,
354,"Select the growth factor that will model a decrease of 57%",1 + 0.43,0.57,0.43,1.57,12,3,,
355,"Select the growth factor that will model an increase of 63%",1 + 0.37,0.63,1 + 0.63,1 - 0.63,12,3,,
356,"Select the growth factor that will model an increase of 62%",1 - 0.38,1 + 0.38,1 - 0.62,1 + 0.62,12,4,,
357,"Select the growth factor that will model a decrease of 61%",1.39,1 + 0.39,0.39,1 - 0.39,12,3,,
358,"Select the growth factor that will model a decrease of 37%",1.37,1 + 0.63,0.37,1 - 0.37,12,4,,
359,"Select the growth factor that will model an increase of 8%",0.08,1 + 0.08,0.92,1 - 0.08,12,2,,
360,"Select the growth factor that will model a decrease of 51%",1.49,1 - 0.51,1 + 0.49,0.51,12,2,,
361,"Select the growth factor that will model an increase of 77%",1 + 0.23,1 + 0.77,1 - 0.23,0.23,12,2,,
362,"Select the growth factor that will model a decrease of 53%",0.53,1 - 0.53,1 + 0.53,1.47,12,2,,
363,"Select the growth factor that will model an increase of 67%",1 - 0.33,1.33,1.67,0.33,12,3,,
364,"Select the growth factor that will model an increase of 97%",1.97,0.97,1 - 0.97,1.03,12,1,,
365,"Select the growth factor that will model a decrease of 67%",0.33,0.67,1 - 0.33,1.33,12,1,,
366,"Select the growth factor that will model an increase of 60%",1 + 0.4,1.4,1 + 0.6,1 - 0.4,12,3,,
367,"Select the growth factor that will model an increase of 95%",1.95,1 - 0.05,1.05,1 + 0.05,12,1,,
368,"Select the growth factor that will model a decrease of 4%",0.96,1 + 0.04,1 - 0.96,1.04,12,1,,
369,"Select the growth factor that will model a decrease of 54%",1.54,0.54,1 - 0.54,1 + 0.54,12,3,,
370,"Select the growth factor that will model a decrease of 79%",0.79,1.79,1 - 0.21,1 - 0.79,12,4,,
371,"Select the growth factor that will model a decrease of 92%",1.92,1 + 0.08,1 - 0.92,1.08,12,3,,
372,"Select the growth factor that will model a decrease of 8%",1 - 0.92,1.92,1 - 0.08,1 + 0.92,12,3,,
373,"Select the growth factor that will model a decrease of 5%",0.95,0.05,1 - 0.95,1.95,12,1,,
374,"Select the growth factor that will model an increase of 7%",1 - 0.07,0.93,1.07,1.93,12,3,,
375,"Select the growth factor that will model an increase of 26%",1 + 0.74,1.26,1.74,0.26,12,2,,
376,"Select the growth factor that will model an increase of 17%",0.17,1.83,1.17,1 - 0.17,12,3,,
377,"Select the growth factor that will model an increase of 66%",1 - 0.66,1.66,1 - 0.34,1 + 0.34,12,2,,
378,"Select the growth factor that will model an increase of 40%",0.4,1 + 0.4,1 - 0.4,1 - 0.6,12,2,,
379,"Select the growth factor that will model an increase of 19%",1 - 0.19,1 + 0.19,1 - 0.81,0.19,12,2,,
380,"Select the growth factor that will model a decrease of 24%",1 - 0.76,1 + 0.76,1 + 0.24,0.76,12,4,,
381,"Select the growth factor that will model an increase of 70%",1 + 0.3,1 - 0.3,1 - 0.7,1 + 0.7,12,4,,
382,"Select the growth factor that will model an increase of 24%",1.76,0.24,1 + 0.76,1 + 0.24,12,4,,
383,"Select the growth factor that will model an increase of 6%",1 + 0.94,0.94,1.06,1 - 0.94,12,3,,
384,"Select the growth factor that will model a decrease of 45%",1.55,0.55,0.45,1 - 0.55,12,2,,
385,"Select the growth factor that will model a decrease of 28%",0.72,0.28,1 + 0.72,1.72,12,1,,
386,"Select the growth factor that will model an increase of 6%",1 - 0.94,1 - 0.06,0.94,1 + 0.06,12,4,,
387,"Select the growth factor that will model an increase of 40%",1 + 0.4,0.4,1.6,0.6,12,1,,
388,"Select the growth factor that will model an increase of 94%",1 + 0.94,1 + 0.06,0.06,1 - 0.06,12,1,,
389,"Select the growth factor that will model an increase of 41%",1 + 0.59,1 - 0.41,1.59,1.41,12,4,,
390,"Select the growth factor that will model an increase of 63%",1 - 0.63,1.63,1.37,1 + 0.37,12,2,,
391,"Select the growth factor that will model a decrease of 28%",0.72,1 + 0.28,1 + 0.72,1.72,12,1,,
392,"Select the growth factor that will model a decrease of 38%",1 + 0.38,1.62,1 - 0.62,0.62,12,4,,
393,"Select the growth factor that will model a decrease of 49%",0.51,1 + 0.49,1 + 0.51,1.51,12,1,,
394,"Select the growth factor that will model a decrease of 76%",1.24,0.24,1 - 0.24,1 + 0.24,12,2,,
395,"Select the growth factor that will model a decrease of 10%",0.1,0.9,1 + 0.1,1.1,12,2,,
396,"Select the growth factor that will model a decrease of 67%",0.33,1.67,1 - 0.33,1 + 0.33,12,1,,
397,"Select the growth factor that will model an increase of 76%",1.76,0.24,1 + 0.24,1 - 0.24,12,1,,
398,"Select the growth factor that will model a decrease of 42%",0.42,1 + 0.58,0.58,1.58,12,3,,
399,"Select the growth factor that will model an increase of 45%",1 - 0.45,0.55,1.55,1.45,12,4,,
400,"Select the growth factor that will model a decrease of 87%",1.13,1 - 0.87,1 - 0.13,1 + 0.87,12,2,,
401,"Select the growth factor that will model an increase of 70%",0.3,1 + 0.3,1 + 0.7,1.3,12,3,,
402,"Select the growth factor that will model an increase of 44%",1.44,1.56,0.44,1 + 0.56,12,1,,
403,"Select the growth factor that will model an increase of 26%",0.26,1 + 0.26,0.74,1 - 0.74,12,2,,
404,"Select the growth factor that will model an increase of 79%",1 - 0.79,1.21,1 + 0.79,0.21,12,3,,
405,"Select the growth factor that will model a decrease of 52%",1.52,1 - 0.48,1.48,0.48,12,4,,
406,"Select the growth factor that will model a decrease of 78%",1 + 0.22,1 + 0.78,0.22,1.78,12,3,,
407,"Select the growth factor that will model an increase of 84%",1.16,0.16,1 - 0.16,1 + 0.84,12,4,,
408,"Select the growth factor that will model an increase of 59%",1 + 0.41,1.59,0.59,0.41,12,2,,
409,"Select the growth factor that will model an increase of 41%",1 + 0.41,1 - 0.59,1 + 0.59,0.41,12,1,,
410,"Select the growth factor that will model an increase of 85%",0.85,1.85,1 - 0.15,0.15,12,2,,
411,"Select the growth factor that will model a decrease of 51%",1 + 0.49,1 - 0.51,1.49,0.51,12,2,,
412,"Select the growth factor that will model a decrease of 84%",1 + 0.84,1.16,1 - 0.84,1 + 0.16,12,3,,
413,"Select the growth factor that will model an increase of 53%",1 - 0.47,1 + 0.53,0.47,1.47,12,2,,
414,"Select the growth factor that will model an increase of 49%",1 + 0.51,0.49,1.49,0.51,12,3,,
415,"Select the growth factor that will model an increase of 77%",1.77,1 + 0.23,1 - 0.23,1.23,12,1,,
416,"Select the growth factor that will model a decrease of 4%",1 - 0.96,1 - 0.04,1 + 0.96,1.04,12,2,,
417,"Select the growth factor that will model an increase of 59%",1.59,0.41,0.59,1 + 0.41,12,1,,
418,"Select the growth factor that will model an increase of 4%",0.96,1.04,1.96,0.04,12,2,,
419,"Select the growth factor that will model an increase of 26%",1.74,1.26,0.74,0.26,12,2,,
420,"Select the growth factor that will model an increase of 43%",1 - 0.57,1 + 0.57,1.57,1.43,12,4,,
421,"Select the growth factor that will model a decrease of 4%",0.96,1 - 0.96,1 + 0.96,1.96,12,1,,
422,"Select the growth factor that will model an increase of 20%",0.8,1.2,1 - 0.8,1 - 0.2,12,2,,
423,"Select the growth factor that will model a decrease of 74%",1 + 0.26,0.26,1 - 0.26,1.74,12,2,,
424,"Select the growth factor that will model a decrease of 66%",1.66,0.66,1 + 0.66,0.34,12,4,,
425,"Select the growth factor that will model a decrease of 10%",1 + 0.9,1 - 0.9,1 + 0.1,0.9,12,4,,
426,"Select the growth factor that will model an increase of 60%",1 - 0.4,1.4,1.6,1 - 0.6,12,3,,
427,"Select the growth factor that will model an increase of 14%",1.86,1.14,0.86,1 + 0.86,12,2,,
428,"Select the growth factor that will model a decrease of 8%",0.92,1.92,1 + 0.92,1 - 0.92,12,1,,
429,"Select the growth factor that will model an increase of 59%",1 + 0.59,1 - 0.41,1 + 0.41,1 - 0.59,12,1,,
430,"Select the growth factor that will model a decrease of 41%",0.59,1.59,1 + 0.41,1 - 0.59,12,1,,
431,"Select the growth factor that will model a decrease of 65%",1 - 0.65,1 + 0.65,1 + 0.35,1.35,12,1,,
432,"Select the growth factor that will model an increase of 72%",1 - 0.28,1.72,0.72,0.28,12,2,,
433,"Select the growth factor that will model a decrease of 43%",0.43,1.57,1 - 0.43,1 + 0.57,12,3,,
434,"Select the growth factor that will model an increase of 19%",1.19,0.81,1 + 0.81,1 - 0.19,12,1,,
435,"Select the growth factor that will model a decrease of 15%",1.85,0.15,0.85,1 - 0.85,12,3,,
436,"Select the growth factor that will model a decrease of 2%",0.98,1.02,1 - 0.98,1 + 0.02,12,1,,
437,"Select the growth factor that will model an increase of 46%",0.46,1 + 0.54,1.54,1.46,12,4,,
438,"Select the growth factor that will model an increase of 83%",1 + 0.83,0.83,1 + 0.17,1 - 0.17,12,1,,
439,"Select the growth factor that will model an increase of 34%",0.34,0.66,1 + 0.34,1 - 0.66,12,3,,
440,"Select the growth factor that will model an increase of 59%",1.59,1 - 0.41,1 + 0.41,0.41,12,1,,
441,"Select the growth factor that will model a decrease of 99%",1 + 0.99,1.99,1 - 0.99,0.99,12,3,,
442,"Select the growth factor that will model a decrease of 38%",1.62,1 - 0.62,0.62,1.38,12,3,,
443,"Select the growth factor that will model a decrease of 97%",1.03,1 + 0.03,1 + 0.97,0.03,12,4,,
444,"Select the growth factor that will model an increase of 75%",1.75,0.25,1 + 0.25,1 - 0.75,12,1,,
445,"Select the growth factor that will model an increase of 45%",1 - 0.45,1 - 0.55,1 + 0.45,1.55,12,3,,
446,"Select the growth factor that will model an increase of 88%",1 + 0.88,0.12,0.88,1.12,12,1,,
447,"Select the growth factor that will model a decrease of 47%",1.47,1 - 0.47,1 - 0.53,1.53,12,2,,
448,"Select the growth factor that will model a decrease of 29%",1 - 0.71,1 - 0.29,0.29,1 + 0.29,12,2,,
449,"Select the growth factor that will model an increase of 41%",1.41,0.59,0.41,1.59,12,1,,
450,"Select the growth factor that will model an increase of 73%",1 + 0.27,0.27,1.73,1 - 0.27,12,3,,
451,"Select the growth factor that will model an increase of 20%",1 - 0.2,1.8,1 - 0.8,1.2,12,4,,
452,"Select the growth factor that will model an increase of 53%",1 - 0.47,1 - 0.53,1.47,1.53,12,4,,
453,"Select the growth factor that will model an increase of 92%",1 + 0.08,1 + 0.92,1 - 0.92,1.08,12,2,,
454,"Select the growth factor that will model a decrease of 58%",1 + 0.58,0.42,1.42,0.58,12,2,,
455,"Select the growth factor that will model a decrease of 46%",1 + 0.46,1.46,0.54,1.54,12,3,,
456,"Select the growth factor that will model an increase of 68%",1 - 0.68,1.68,1 + 0.32,0.68,12,2,,
457,"Select the growth factor that will model a decrease of 99%",0.99,1.01,0.01,1.99,12,3,,
458,"Select the growth factor that will model a decrease of 26%",1 + 0.26,1 - 0.26,1 + 0.74,1.74,12,2,,
459,"Select the growth factor that will model an increase of 21%",1.21,0.79,0.21,1.79,12,1,,
460,"Select the growth factor that will model a decrease of 90%",1 - 0.1,0.1,1 + 0.9,0.9,12,2,,
461,"Select the growth factor that will model a decrease of 29%",1 - 0.29,1.29,1.71,0.29,12,1,,
462,"Select the growth factor that will model a decrease of 29%",1 - 0.29,0.29,1 - 0.71,1 + 0.29,12,1,,
463,"Select the growth factor that will model an increase of 76%",0.24,1.24,0.76,1.76,12,4,,
464,"Select the growth factor that will model a decrease of 45%",0.55,1 + 0.45,1 + 0.55,1.55,12,1,,
465,"Select the growth factor that will model a decrease of 60%",0.4,1 + 0.4,1.4,1 - 0.4,12,1,,
466,"Select the growth factor that will model a decrease of 97%",1 - 0.97,1.97,1 + 0.97,1.03,12,1,,
467,"Select the growth factor that will model a decrease of 21%",1 - 0.79,0.79,1.21,0.21,12,2,,
468,"Select the growth factor that will model a decrease of 8%",0.08,1 - 0.08,1.08,1 - 0.92,12,2,,
469,"Select the growth factor that will model a decrease of 66%",1 - 0.34,1 - 0.66,1.34,0.66,12,2,,
470,"Select the growth factor that will model an increase of 2%",1.02,1 - 0.98,1.98,1 - 0.02,12,1,,
471,"Select the growth factor that will model a decrease of 89%",1 + 0.89,1 + 0.11,0.11,1.89,12,3,,
472,"Select the growth factor that will model a decrease of 56%",0.44,0.56,1 - 0.44,1 + 0.44,12,1,,
473,"Select the growth factor that will model a decrease of 99%",1 + 0.01,1.01,1 + 0.99,0.01,12,4,,
474,"Select the growth factor that will model an increase of 82%",1.18,1 - 0.18,0.18,1 + 0.82,12,4,,
475,"Select the growth factor that will model an increase of 43%",0.57,1 - 0.57,1 + 0.43,1.57,12,3,,
476,"Select the growth factor that will model a decrease of 55%",0.45,1 - 0.45,0.55,1.45,12,1,,
477,"Select the growth factor that will model an increase of 2%",1.02,0.02,1 + 0.98,0.98,12,1,,
478,"Select the growth factor that will model an increase of 33%",0.33,1 + 0.67,1 - 0.33,1.33,12,4,,
479,"Select the growth factor that will model an increase of 86%",1 + 0.14,0.14,1 - 0.14,1.86,12,4,,
480,"Select the growth factor that will model a decrease of 64%",1 - 0.36,1.64,1 + 0.64,0.36,12,4,,
481,"Select the growth factor that will model a decrease of 69%",0.31,0.69,1 + 0.69,1 - 0.31,12,1,,
482,"Select the growth factor that will model an increase of 65%",1.35,1 + 0.35,1.65,0.35,12,3,,
483,"Select the growth factor that will model an increase of 5%",1 + 0.95,1.05,1.95,1 - 0.95,12,2,,
484,"Select the growth factor that will model a decrease of 35%",1 + 0.35,1.35,0.35,1 - 0.35,12,4,,
485,"Select the growth factor that will model an increase of 25%",0.25,0.75,1.25,1.75,12,3,,
486,"Select the growth factor that will model an increase of 98%",1 - 0.02,1 - 0.98,1.02,1.98,12,4,,
487,"Select the growth factor that will model a decrease of 20%",1 + 0.2,1 - 0.2,1 - 0.8,1 + 0.8,12,2,,
488,"Select the growth factor that will model an increase of 9%",1 + 0.91,0.09,1 - 0.91,1.09,12,4,,
489,"Select the growth factor that will model a decrease of 99%",1 - 0.01,1 - 0.99,1.99,1 + 0.99,12,2,,
490,"Select the growth factor that will model a decrease of 23%",1 - 0.23,1.23,1 - 0.77,1.77,12,1,,
491,"Select the growth factor that will model an increase of 46%",1 + 0.54,1 - 0.54,1 - 0.46,1.46,12,4,,
492,"Select the growth factor that will model a decrease of 30%",1 + 0.7,1.7,1 - 0.7,0.7,12,4,,
493,"Select the growth factor that will model a decrease of 47%",0.53,1 + 0.47,1.47,0.47,12,1,,
494,"Select the growth factor that will model an increase of 70%",1 + 0.3,1 - 0.7,1 - 0.3,1.7,12,4,,
495,"Select the growth factor that will model a decrease of 13%",1 - 0.13,0.13,1 - 0.87,1.13,12,1,,
496,"Select the growth factor that will model an increase of 29%",1 + 0.71,1 - 0.29,0.71,1.29,12,4,,
497,"Select the growth factor that will model a decrease of 26%",1 + 0.26,0.26,1.74,1 - 0.26,12,4,,
498,"Select the growth factor that will model an increase of 67%",1 - 0.67,1 - 0.33,1 + 0.67,1.33,12,3,,
499,"Select the growth factor that will model a decrease of 31%",1 + 0.31,0.31,1 - 0.31,1.31,12,3,,
500,"Select the growth factor that will model an increase of 54%",1 + 0.46,1 + 0.54,1 - 0.54,1.46,12,2,,
501,"Select the growth factor that will model an increase of 67%",1 - 0.67,1.67,1 - 0.33,1 + 0.33,12,2,,
502,"Select the growth factor that will model a decrease of 89%",1 - 0.89,0.89,1.89,1 - 0.11,12,1,,
503,"Select the growth factor that will model a decrease of 52%",1 - 0.48,1 + 0.48,1 - 0.52,1.52,12,3,,
504,"Select the growth factor that will model an increase of 63%",1 - 0.37,1.63,1 + 0.37,1 - 0.63,12,2,,
505,"Select the growth factor that will model a decrease of 4%",1 - 0.96,1.96,1 - 0.04,1.04,12,3,,
506,"Select the growth factor that will model an increase of 69%",1.31,1.69,0.69,1 - 0.69,12,2,,
507,"Select the growth factor that will model a decrease of 22%",1 + 0.78,1 + 0.22,1.22,1 - 0.22,12,4,,
508,"Select the growth factor that will model a decrease of 63%",1 - 0.37,1 - 0.63,1.63,0.63,12,2,,
509,"Select the growth factor that will model a decrease of 72%",1 + 0.72,0.28,1 + 0.28,0.72,12,2,,
510,"Select the growth factor that will model an increase of 87%",1 + 0.87,1 - 0.13,1.13,0.87,12,1,,
511,"Select the growth factor that will model a decrease of 63%",1 - 0.37,1 + 0.37,1.63,1 - 0.63,12,4,,
512,"Select the growth factor that will model an increase of 35%",1 - 0.35,1.35,0.35,0.65,12,2,,
513,"Select the growth factor that will model a decrease of 63%",1 + 0.37,1 - 0.63,1.63,1 + 0.63,12,2,,
514,"Select the growth factor that will model a decrease of 51%",1 - 0.49,1 - 0.51,1 + 0.51,1.49,12,2,,
515,"Select the growth factor that will model a decrease of 48%",1.52,1 + 0.52,0.52,1 + 0.48,12,3,,
516,"Select the growth factor that will model a decrease of 76%",0.24,1.24,1 - 0.24,1 + 0.76,12,1,,
517,"Select the growth factor that will model an increase of 80%",1 - 0.2,0.2,1.8,1 - 0.8,12,3,,
518,"Select the growth factor that will model a decrease of 19%",0.81,1 + 0.81,1.81,1 - 0.81,12,1,,
519,"Select the growth factor that will model an increase of 61%",1.39,1 - 0.39,1 + 0.61,1 + 0.39,12,3,,
520,"Select the growth factor that will model an increase of 55%",1 - 0.55,1 + 0.55,1 - 0.45,0.45,12,2,,
521,"Select the growth factor that will model an increase of 26%",1.26,0.26,1 - 0.26,1.74,12,1,,
522,"Select the growth factor that will model a decrease of 87%",1 - 0.13,1.87,0.13,1.13,12,3,,
523,"Select the growth factor that will model an increase of 57%",1 + 0.57,1 - 0.43,1 - 0.57,0.43,12,1,,
524,"Select the growth factor that will model a decrease of 40%",0.4,1 + 0.6,1.4,1 - 0.4,12,4,,
525,"Select the growth factor that will model an increase of 77%",1 + 0.23,1 - 0.77,0.23,1.77,12,4,,
526,"Select the growth factor that will model an increase of 90%",1.1,1.9,0.1,0.9,12,2,,
527,"Select the growth factor that will model a decrease of 32%",1 - 0.68,1 + 0.32,1 - 0.32,1.68,12,3,,
528,"Select the growth factor that will model a decrease of 15%",1 - 0.85,0.85,1 + 0.85,1.85,12,2,,
529,"Select the growth factor that will model a decrease of 8%",1 + 0.92,0.08,0.92,1 + 0.08,12,3,,
530,"Select the growth factor that will model an increase of 81%",1 - 0.19,1 + 0.19,1.81,0.19,12,3,,
531,"Select the growth factor that will model an increase of 68%",0.32,1 + 0.68,0.68,1 - 0.68,12,2,,
532,"Select the growth factor that will model a decrease of 11%",1.11,1 - 0.11,0.11,1 - 0.89,12,2,,
533,"Select the growth factor that will model an increase of 76%",1 - 0.24,1 + 0.76,1 - 0.76,0.24,12,2,,
534,"Select the growth factor that will model a decrease of 19%",1 - 0.81,1 - 0.19,1.19,1 + 0.81,12,2,,
535,"Select the growth factor that will model a decrease of 87%",1.87,0.13,1 + 0.13,0.87,12,2,,
536,"Select the growth factor that will model an increase of 42%",1 + 0.58,1.58,1 + 0.42,0.58,12,3,,
537,"Select the growth factor that will model a decrease of 92%",0.08,1.92,1 + 0.92,1 + 0.08,12,1,,
538,"Select the growth factor that will model an increase of 94%",1 + 0.94,1 + 0.06,0.06,1 - 0.06,12,1,,
539,"Select the growth factor that will model an increase of 91%",0.09,1 - 0.91,1.91,1 + 0.09,12,3,,
540,"Select the growth factor that will model an increase of 40%",1.4,1 - 0.4,0.4,1.6,12,1,,
541,"Select the growth factor that will model an increase of 31%",1 + 0.31,0.31,1 + 0.69,1 - 0.69,12,1,,
