"Blooket
Import Template",,,,,,,,,
173,"Expand (FOIL) the expression:

(x+2)(x+7)",x^2 - 9x - 14,x^2 + 9x + 7,x^2 + 9x + 14,x^2 + 9x + 16,60,3,,
174,"Expand (FOIL) the expression:

(x+11)(x-1)",x^2 + 10x - 10,x^2 + 8x - 11,x^2 + 10x - 11,x^2 + 12x + 11,60,3,,
175,"Expand (FOIL) the expression:

(x-7)(x+12)",x^2 - 84x + 5,x^2 + 19x - 84,x^2 + 84,x^2 + 5x - 84,60,4,,
176,"Expand (FOIL) the expression:

(x-6)(x-2)",x^2 - 8x + 12,x^2 - 7x + 12,x^2 - 8x + 10,x^2 - 8x + 14,60,1,,
177,"Expand (FOIL) the expression:

(x-4)(x+6)",x^2 + 2x - 24,x^2 + 3x - 24,x^2 + 2x - 18,x^2 + 10x - 24,60,1,,
178,"Expand (FOIL) the expression:

(x-6)(x-10)",x^2 - 16x + 60,x^2 - 14x + 60,x^2 - 16x + 54,x^2 - 16x - 60,60,1,,
179,"Expand (FOIL) the expression:

(x-1)(x-12)",x^2 - 13x + 12,x^2 - 11x - 12,x^2 - 12,x^2 - 12x - 13,60,1,,
180,"Expand (FOIL) the expression:

(x-2)(x+8)",x^2 - 10x - 16,x^2 - 16x + 6,x^2 + 6x - 16,x^2 + 4x - 16,60,3,,
181,"Expand (FOIL) the expression:

(x-7)(x+7)",x^2 - 49,x^2 + x - 49,x^2 - 14x - 49,x^2 - 14x + 49,60,1,,
182,"Expand (FOIL) the expression:

(x-3)(x+9)",x^2 - 27x - 6,x^2 + 5x - 27,x^2 - 6x - 27,x^2 + 6x - 27,60,4,,
183,"Expand (FOIL) the expression:

(x+9)(x+6)",x^2 + 15x + 48,x^2 + 54,x^2 + 15x + 63,x^2 + 15x + 54,60,4,,
184,"Expand (FOIL) the expression:

(x+1)(x+10)",x^2 - 11x + 10,x^2 + 11x + 20,x^2 + 11x + 10,x^2 + 10x - 11,60,3,,
185,"Expand (FOIL) the expression:

(x-7)(x+10)",x^2 + 70x + 3,x^2 + 70x - 3,x^2 + 3x - 70,x^2 + 17x + 70,60,3,,
186,"Expand (FOIL) the expression:

(x+3)(x+11)",x^2 + 16x + 33,x^2 - 8x + 33,x^2 + 14x + 33,x^2 + 33x + 14,60,3,,
187,"Expand (FOIL) the expression:

(x-9)(x+4)",x^2 - 5x - 36,x^2 + 36,x^2 - 5x - 40,x^2 + 36x - 5,60,1,,
188,"Expand (FOIL) the expression:

(x+4)(x-1)",x^2 + 3x - 3,x^2 - 4x + 3,x^2 - 4x - 3,x^2 + 3x - 4,60,4,,
189,"Expand (FOIL) the expression:

(x-10)(x+7)",x^2 - 4x - 70,x^2 - 17x + 70,x^2 - 3x - 70,x^2 - x - 70,60,3,,
190,"Expand (FOIL) the expression:

(x-1)(x+4)",x^2 + 4x + 3,x^2 + 4x - 3,x^2 - 3x - 4,x^2 + 3x - 4,60,4,,
191,"Expand (FOIL) the expression:

(x-3)(x+4)",x^2 - 12,x^2 + x - 12,x^2 - 7x - 12,x^2 + 3x - 12,60,2,,
192,"Expand (FOIL) the expression:

(x-2)(x-7)",x^2 - 9x + 14,x^2 - 10x + 14,x^2 - 9x + 16,x^2 + 5x + 14,60,1,,
193,"Expand (FOIL) the expression:

(x+10)(x+4)",x^2 + 14x + 40,x^2 + 14x + 50,x^2 + 40x - 14,x^2 - 6x + 40,60,1,,
194,"Expand (FOIL) the expression:

(x+5)(x+12)",x^2 + 17x + 60,x^2 + 60x - 17,x^2 + 17x + 48,x^2 + 15x + 60,60,1,,
195,"Expand (FOIL) the expression:

(x-2)(x+12)",x^2 + 10x - 24,x^2 + 12x - 24,x^2 + 10x - 12,x^2 - 14x - 24,60,1,,
196,"Expand (FOIL) the expression:

(x-6)(x+4)",x^2 - 2x - 30,x^2 - 4x - 24,x^2 - 2x - 24,x^2 + 2x + 24,60,3,,
197,"Expand (FOIL) the expression:

(x+2)(x+12)",x^2 + 14x + 24,x^2 + 12x + 24,x^2 + 14x + 12,x^2 + 14x + 36,60,1,,
198,"Expand (FOIL) the expression:

(x+3)(x-3)",x^2 - 6x + 9,x^2 - 9,x^2 - 9x,x^2 + 9,60,2,,
199,"Expand (FOIL) the expression:

(x+6)(x-9)",x^2 - 3x - 54,x^2 + 3x + 54,x^2 + 54x + 3,x^2 - 3x - 60,60,1,,
200,"Expand (FOIL) the expression:

(x+5)(x-12)",x^2 - 7x + 60,x^2 + 7x + 60,x^2 - 7x - 60,x^2 - 7x - 55,60,3,,
201,"Expand (FOIL) the expression:

(x-11)(x+12)",x^2 + x - 132,x^2 + x - 144,x^2 - 23x + 132,x^2 + x - 120,60,1,,
202,"Expand (FOIL) the expression:

(x-5)(x-4)",x^2 + 9x + 20,x^2 - x + 20,x^2 - 9x + 20,x^2 - 9x + 15,60,3,,
203,"Expand (FOIL) the expression:

(x-1)(x-6)",x^2 - 5x + 6,x^2 - 7x + 6,x^2 + 7x + 6,x^2 - 6x - 7,60,2,,
204,"Expand (FOIL) the expression:

(x+2)(x-10)",x^2 + 20x - 8,x^2 - 8x - 10,x^2 - 8x - 20,x^2 - 8x - 30,60,3,,
205,"Expand (FOIL) the expression:

(x+5)(x-7)",x^2 - 3x - 35,x^2 - 2x - 35,x^2 - 35x + 2,x^2 - 2x - 42,60,2,,
206,"Expand (FOIL) the expression:

(x-12)(x+8)",x^2 + 4x + 96,x^2 - 4x - 108,x^2 - 4x - 96,x^2 - 96,60,3,,
207,"Expand (FOIL) the expression:

(x-4)(x+4)",x^2 - 16,x^2 - 12,x^2 - 20,x^2 + 8x + 16,60,1,,
208,"Expand (FOIL) the expression:

(x+12)(x-2)",x^2 + 10x - 24,x^2 + 24,x^2 + 24x + 10,x^2 + 11x - 24,60,1,,
209,"Expand (FOIL) the expression:

(x-7)(x-10)",x^2 - 3x - 70,x^2 - 17x - 70,x^2 + 70,x^2 - 17x + 70,60,4,,
210,"Expand (FOIL) the expression:

(x+11)(x-3)",x^2 + 9x - 33,x^2 - 33x + 8,x^2 + 8x - 33,x^2 - 33x - 8,60,3,,
211,"Expand (FOIL) the expression:

(x-1)(x+4)",x^2 + 3x - 4,x^2 + 5x - 4,x^2 + 3x + 4,x^2 - 4x + 3,60,1,,
212,"Expand (FOIL) the expression:

(x+11)(x-3)",x^2 + 8x - 44,x^2 + 14x - 33,x^2 + 8x + 33,x^2 + 8x - 33,60,4,,
213,"Expand (FOIL) the expression:

(x+3)(x-8)",x^2 + 24x + 5,x^2 + 11x + 24,x^2 + 24x - 5,x^2 - 5x - 24,60,4,,
214,"Expand (FOIL) the expression:

(x+1)(x+2)",x^2 - 3x + 2,x^2 + 3x + 2,x^2 - 3x - 2,x^2 + 3x + 3,60,2,,
215,"Expand (FOIL) the expression:

(x-2)(x-1)",x^2 - 2x + 3,x^2 - x - 2,x^2 - 3x + 4,x^2 - 3x + 2,60,4,,
216,"Expand (FOIL) the expression:

(x+9)(x+10)",x^2 - x + 90,x^2 + 19x + 90,x^2 + x + 90,x^2 + 20x + 90,60,2,,
217,"Expand (FOIL) the expression:

(x-10)(x+3)",x^2 - 8x - 30,x^2 - 7x - 30,x^2 - 13x + 30,x^2 + 13x + 30,60,2,,
218,"Expand (FOIL) the expression:

(x-1)(x+9)",x^2 + 7x - 9,x^2 + 8x + 9,x^2 + 9,x^2 + 8x - 9,60,4,,
219,"Expand (FOIL) the expression:

(x-8)(x-11)",x^2 + 88x + 19,x^2 - 88x + 19,x^2 - 3x + 88,x^2 - 19x + 88,60,4,,
220,"Expand (FOIL) the expression:

(x+7)(x-12)",x^2 - 5x - 72,x^2 - 5x - 91,x^2 - 5x - 84,x^2 + 5x + 84,60,3,,
221,"Expand (FOIL) the expression:

(x+6)(x-11)",x^2 - 5x - 66,x^2 - 7x - 66,x^2 - 3x - 66,x^2 - 5x - 72,60,1,,
222,"Expand (FOIL) the expression:

(x+8)(x+11)",x^2 + 19x + 88,x^2 + 19x + 96,x^2 + 19x + 77,x^2 + 88x - 19,60,1,,
223,"Expand (FOIL) the expression:

(x-10)(x+11)",x^2 + x - 120,x^2 - 110x + 1,x^2 + x - 110,x^2 + 21x + 110,60,3,,
224,"Expand (FOIL) the expression:

(x+12)(x-2)",x^2 - 24,x^2 - 10x - 24,x^2 + 10x - 24,x^2 + 24x - 10,60,3,,
225,"Expand (FOIL) the expression:

(x+3)(x+2)",x^2 + 5x + 6,x^2 + x - 6,x^2 - x - 6,x^2 - 6x - 5,60,1,,
226,"Expand (FOIL) the expression:

(x-12)(x-8)",x^2 + 96x + 20,x^2 - 20x + 104,x^2 - 20x + 96,x^2 - 20x - 96,60,3,,
227,"Expand (FOIL) the expression:

(x+3)(x-5)",x^2 + 2x - 15,x^2 - 2x - 15,x^2 - 2x - 20,x^2 - 8x + 15,60,2,,
228,"Expand (FOIL) the expression:

(x-6)(x-6)",x^2 - 12x + 36,x^2 - 10x + 36,x^2 - 36x - 12,x^2 - 36x + 12,60,1,,
229,"Expand (FOIL) the expression:

(x-8)(x-1)",x^2 - 8x - 9,x^2 - 7x - 8,x^2 - 9x + 8,x^2 - 8x + 8,60,3,,
230,"Expand (FOIL) the expression:

(x+3)(x-12)",x^2 - 9x - 36,x^2 + 9x + 36,x^2 + 15x - 36,x^2 - 15x + 36,60,1,,
231,"Expand (FOIL) the expression:

(x-2)(x+1)",x^2 - x + 2,x^2 - x - 2,x^2 + 2x + 1,x^2 + x + 2,60,2,,
232,"Expand (FOIL) the expression:

(x+9)(x+7)",x^2 + 16x + 56,x^2 + 63,x^2 + 16x + 63,x^2 + 17x + 63,60,3,,
233,"Expand (FOIL) the expression:

(x-11)(x+4)",x^2 - 7x - 44,x^2 - 7x - 40,x^2 + 44x + 7,x^2 + 7x + 44,60,1,,
234,"Expand (FOIL) the expression:

(x-1)(x-5)",x^2 - 4x + 5,x^2 + 5,x^2 - 5x + 5,x^2 - 6x + 5,60,4,,
235,"Expand (FOIL) the expression:

(x+6)(x-2)",x^2 - 8x + 12,x^2 - 8x - 12,x^2 + 4x - 12,x^2 + 12x + 4,60,3,,
236,"Expand (FOIL) the expression:

(x-4)(x+5)",x^2 + x - 25,x^2 - 9x + 20,x^2 + x - 20,x^2 + x + 20,60,3,,
237,"Expand (FOIL) the expression:

(x+9)(x+4)",x^2 + 13x + 36,x^2 + 36,x^2 + 13x + 32,x^2 - 13x - 36,60,1,,
238,"Expand (FOIL) the expression:

(x-6)(x-1)",x^2 - 7x + 6,x^2 - 5x + 6,x^2 - 6x + 6,x^2 - 6,60,1,,
239,"Expand (FOIL) the expression:

(x-1)(x+7)",x^2 + 6x - 7,x^2 + 4x - 7,x^2 + 6x,x^2 + 7x - 6,60,1,,
240,"Expand (FOIL) the expression:

(x-12)(x-2)",x^2 - 24x - 14,x^2 - 14x + 24,x^2 - 14x + 22,x^2 - 14x + 12,60,2,,
241,"Expand (FOIL) the expression:

(x-8)(x+6)",x^2 - 2x - 48,x^2 - x - 48,x^2 + 2x + 48,x^2 - 14x + 48,60,1,,
242,"Expand (FOIL) the expression:

(x-1)(x-3)",x^2 + 3x - 4,x^2 - 4x + 3,x^2 + 3x + 4,x^2 - 4x - 3,60,2,,
243,"Expand (FOIL) the expression:

(x-3)(x-12)",x^2 - 15x + 24,x^2 - 15x + 39,x^2 - 15x + 36,x^2 + 9x + 36,60,3,,
244,"Expand (FOIL) the expression:

(x+5)(x+9)",x^2 + 45x - 14,x^2 + 12x + 45,x^2 + 16x + 45,x^2 + 14x + 45,60,4,,
245,"Expand (FOIL) the expression:

(x-4)(x+7)",x^2 - 28,x^2 - 28x + 3,x^2 + 3x - 28,x^2 + 11x - 28,60,3,,
246,"Expand (FOIL) the expression:

(x-8)(x+10)",x^2 - 2x - 80,x^2 + 2x - 80,x^2 + 2x - 88,x^2 + 18x + 80,60,2,,
247,"Expand (FOIL) the expression:

(x-11)(x-7)",x^2 + 77x + 18,x^2 + 18x + 77,x^2 - 18x + 77,x^2 - 16x + 77,60,3,,
248,"Expand (FOIL) the expression:

(x-7)(x-1)",x^2 - 8x + 7,x^2 - 7,x^2 + 6x + 7,x^2 - 10x + 7,60,1,,
249,"Expand (FOIL) the expression:

(x+5)(x-6)",x^2 - x - 25,x^2 - 30,x^2 - x - 30,x^2 - x - 24,60,3,,
250,"Expand (FOIL) the expression:

(x+4)(x-2)",x^2 + 8x + 2,x^2 + 2x + 8,x^2 + 2x - 8,x^2 + 8,60,3,,
251,"Expand (FOIL) the expression:

(x-12)(x+2)",x^2 - 10x - 12,x^2 - 10x - 24,x^2 + 24,x^2 + 24x - 10,60,2,,
252,"Expand (FOIL) the expression:

(x-11)(x-3)",x^2 - 14x + 33,x^2 - 14x + 22,x^2 + 14x + 33,x^2 - 15x + 33,60,1,,
253,"Expand (FOIL) the expression:

(x-3)(x+6)",x^2 + 3x - 12,x^2 + 3x - 15,x^2 + 3x - 18,x^2 + 18,60,3,,
254,"Expand (FOIL) the expression:

(x+8)(x+1)",x^2 - 8x + 9,x^2 + 9x - 8,x^2 - 8,x^2 + 9x + 8,60,4,,
255,"Expand (FOIL) the expression:

(x+7)(x+10)",x^2 + 17x + 70,x^2 + 70x - 17,x^2 + 70,x^2 - 17x - 70,60,1,,
256,"Expand (FOIL) the expression:

(x+8)(x-5)",x^2 + 40x + 3,x^2 + 3x - 40,x^2 + 4x - 40,x^2 + 3x - 48,60,2,,
257,"Expand (FOIL) the expression:

(x+2)(x-1)",x^2 + x - 2,x^2 - x - 2,x^2 - 3x - 2,x^2 - x + 2,60,1,,
258,"Expand (FOIL) the expression:

(x+4)(x-5)",x^2 - x - 20,x^2 - x - 24,x^2 + 9x + 20,x^2 - 9x + 20,60,1,,
259,"Expand (FOIL) the expression:

(x+5)(x-4)",x^2 + x - 20,x^2 + 3x - 20,x^2 - 20x + 1,x^2 - 9x - 20,60,1,,
260,"Expand (FOIL) the expression:

(x+6)(x+10)",x^2 + 60,x^2 - 60x + 16,x^2 + 16x + 60,x^2 - 4x + 60,60,3,,
261,"Expand (FOIL) the expression:

(x+8)(x-5)",x^2 - 13x - 40,x^2 + 3x - 40,x^2 + 13x + 40,x^2 + 40x + 3,60,2,,
262,"Expand (FOIL) the expression:

(x-7)(x+4)",x^2 - 3x - 28,x^2 - 11x + 28,x^2 - 3x - 32,x^2 - 3x + 28,60,1,,
263,"Expand (FOIL) the expression:

(x+11)(x-4)",x^2 + 7x - 33,x^2 - 44x + 7,x^2 + 8x - 44,x^2 + 7x - 44,60,4,,
264,"Expand (FOIL) the expression:

(x-8)(x-1)",x^2 + 8,x^2 - 9x + 8,x^2 + 8x - 9,x^2 + 7x - 8,60,2,,
265,"Expand (FOIL) the expression:

(x-8)(x-7)",x^2 + 56x + 15,x^2 - 56,x^2 - 15x + 56,x^2 - 14x + 56,60,3,,
266,"Expand (FOIL) the expression:

(x-5)(x+9)",x^2 + 4x + 45,x^2 + 4x - 36,x^2 + 4x - 45,x^2 + 5x - 45,60,3,,
267,"Expand (FOIL) the expression:

(x-4)(x+3)",x^2 - x - 16,x^2 - 3x - 12,x^2 - x - 12,x^2 - 7x - 12,60,3,,
268,"Expand (FOIL) the expression:

(x+10)(x+9)",x^2 - x - 90,x^2 + 90x + 19,x^2 + 19x + 90,x^2 - x + 90,60,3,,
269,"Expand (FOIL) the expression:

(x-2)(x-8)",x^2 + 16x - 10,x^2 - 12x + 16,x^2 + 6x + 16,x^2 - 10x + 16,60,4,,
270,"Expand (FOIL) the expression:

(x+4)(x+6)",x^2 + 10x + 24,x^2 - 24x - 10,x^2 - 2x - 24,x^2 + 10x + 30,60,1,,
271,"Expand (FOIL) the expression:

(x+12)(x-7)",x^2 + 4x - 84,x^2 + 7x - 84,x^2 + 5x - 84,x^2 - 19x - 84,60,3,,
272,"Expand (FOIL) the expression:

(x-11)(x-4)",x^2 - 14x + 44,x^2 - 17x + 44,x^2 + 15x - 44,x^2 - 15x + 44,60,4,,
273,"Expand (FOIL) the expression:

(x-12)(x+9)",x^2 - 3x - 117,x^2 - 108,x^2 + 3x + 108,x^2 - 3x - 108,60,4,,
274,"Expand (FOIL) the expression:

(x-6)(x-10)",x^2 - 60x - 16,x^2 + 4x + 60,x^2 - 16x + 60,x^2 - 16x + 50,60,3,,
275,"Expand (FOIL) the expression:

(x+2)(x+8)",x^2 + 10x + 16,x^2 + 10x - 16,x^2 + 10x + 14,x^2 - 10x + 16,60,1,,
276,"Expand (FOIL) the expression:

(x+5)(x+5)",x^2 + 10x + 20,x^2 + 12x + 25,x^2 + 10x + 25,x^2 - 25x + 10,60,3,,
277,"Expand (FOIL) the expression:

(x+9)(x+5)",x^2 + 14x + 45,x^2 + 45x - 14,x^2 + 45x + 14,x^2 + 14x + 50,60,1,,
278,"Expand (FOIL) the expression:

(x-6)(x+7)",x^2 - x - 42,x^2 + x - 35,x^2 + x - 49,x^2 + x - 42,60,4,,
279,"Expand (FOIL) the expression:

(x+11)(x-6)",x^2 + 7x - 66,x^2 + 5x - 66,x^2 + 17x + 66,x^2 + 4x - 66,60,2,,
280,"Expand (FOIL) the expression:

(x-6)(x+2)",x^2 - 4x - 12,x^2 + 8x - 12,x^2 - 4x - 10,x^2 - 8x - 12,60,1,,
281,"Expand (FOIL) the expression:

(x-3)(x-10)",x^2 - 13x - 30,x^2 - 13x + 30,x^2 + 13x + 30,x^2 + 7x - 30,60,2,,
282,"Expand (FOIL) the expression:

(x-10)(x-8)",x^2 - 80,x^2 + 80x + 18,x^2 + 80,x^2 - 18x + 80,60,4,,
283,"Expand (FOIL) the expression:

(x+8)(x+3)",x^2 - 24x + 11,x^2 + 24,x^2 + 11x + 24,x^2 - 5x - 24,60,3,,
284,"Expand (FOIL) the expression:

(x+7)(x+7)",x^2 + 16x + 49,x^2 + 14x + 49,x^2 + 49x - 14,x^2 + 14x + 42,60,2,,
285,"Expand (FOIL) the expression:

(x+6)(x+3)",x^2 + 9x + 18,x^2 + 11x + 18,x^2 + 8x + 18,x^2 + 10x + 18,60,1,,
286,"Expand (FOIL) the expression:

(x-1)(x-9)",x^2 + 8x - 9,x^2 + 8x + 9,x^2 + 9x - 10,x^2 - 10x + 9,60,4,,
287,"Expand (FOIL) the expression:

(x-10)(x-1)",x^2 - 11x + 10,x^2 + 11x + 10,x^2 - 9x - 10,x^2 - 10,60,1,,
288,"Expand (FOIL) the expression:

(x+4)(x+12)",x^2 - 8x + 48,x^2 + 16x - 48,x^2 + 17x + 48,x^2 + 16x + 48,60,4,,
289,"Expand (FOIL) the expression:

(x-4)(x-7)",x^2 - 11x + 28,x^2 + 3x - 28,x^2 + 11x - 28,x^2 - 13x + 28,60,1,,
290,"Expand (FOIL) the expression:

(x-1)(x+12)",x^2 + 11x - 12,x^2 - 11x + 12,x^2 + 11x + 12,x^2 - 11x - 12,60,1,,
291,"Expand (FOIL) the expression:

(x+11)(x+6)",x^2 - 66x + 17,x^2 - 17x + 66,x^2 + 16x + 66,x^2 + 17x + 66,60,4,,
292,"Expand (FOIL) the expression:

(x+10)(x+7)",x^2 + 19x + 70,x^2 + 17x + 77,x^2 + 17x + 70,x^2 + 15x + 70,60,3,,
293,"Expand (FOIL) the expression:

(x+5)(x-12)",x^2 - 17x - 60,x^2 - 9x - 60,x^2 - 60x + 7,x^2 - 7x - 60,60,4,,
294,"Expand (FOIL) the expression:

(x+4)(x-11)",x^2 - 7x - 48,x^2 - 6x - 44,x^2 - 5x - 44,x^2 - 7x - 44,60,4,,
295,"Expand (FOIL) the expression:

(x-7)(x+9)",x^2 + 16x - 63,x^2 + 2x - 63,x^2 - 2x + 63,x^2 - 2x - 63,60,2,,
296,"Expand (FOIL) the expression:

(x-1)(x+3)",x^2 + 2x - 4,x^2 - 4x + 3,x^2 + 2x - 2,x^2 + 2x - 3,60,4,,
297,"Expand (FOIL) the expression:

(x-11)(x+10)",x^2 - x + 110,x^2 - 3x - 110,x^2 - x - 121,x^2 - x - 110,60,4,,
298,"Expand (FOIL) the expression:

(x-12)(x-7)",x^2 - 20x + 84,x^2 - 19x - 84,x^2 - 84x - 19,x^2 - 19x + 84,60,4,,
299,"Expand (FOIL) the expression:

(x-9)(x-3)",x^2 + 6x - 27,x^2 + 6x + 27,x^2 - 12x + 27,x^2 - 11x + 27,60,3,,
300,"Expand (FOIL) the expression:

(x+11)(x+1)",x^2 + 12x - 11,x^2 + 12x + 11,x^2 - 10x - 11,x^2 + 11x + 11,60,2,,
301,"Expand (FOIL) the expression:

(x+6)(x-1)",x^2 + 5x - 5,x^2 + 5x - 7,x^2 + 7x - 6,x^2 + 5x - 6,60,4,,
302,"Expand (FOIL) the expression:

(x+10)(x+2)",x^2 + 11x + 20,x^2 - 12x - 20,x^2 - 8x + 20,x^2 + 12x + 20,60,4,,
303,"Expand (FOIL) the expression:

(x+8)(x-12)",x^2 - 96x - 4,x^2 + 4x + 96,x^2 - 4x - 96,x^2 - 20x - 96,60,3,,
304,"Expand (FOIL) the expression:

(x+9)(x+2)",x^2 + 11x + 18,x^2 - 7x + 18,x^2 + 18x - 11,x^2 + 11x + 20,60,1,,
305,"Expand (FOIL) the expression:

(x+6)(x-8)",x^2 + 2x + 48,x^2 - 2x - 48,x^2 + 48,x^2 + 48x + 2,60,2,,
306,"Expand (FOIL) the expression:

(x+3)(x+10)",x^2 + 13x + 30,x^2 + 13x + 33,x^2 - 7x - 30,x^2 + 13x - 30,60,1,,
307,"Expand (FOIL) the expression:

(x-5)(x-7)",x^2 - 35,x^2 + 35,x^2 - 12x + 35,x^2 + 12x + 35,60,3,,
308,"Expand (FOIL) the expression:

(x+2)(x-12)",x^2 - 24x - 10,x^2 - 10x - 24,x^2 + 24x + 10,x^2 - 10x - 36,60,2,,
309,"Expand (FOIL) the expression:

(x+1)(x-8)",x^2 - 9x - 8,x^2 - 7x - 8,x^2 - 7x,x^2 + 7x - 8,60,2,,
310,"Expand (FOIL) the expression:

(x+8)(x-8)",x^2 - 64,x^2 + 64,x^2 - 2x - 64,x^2 + x - 64,60,1,,
311,"Expand (FOIL) the expression:

(x-4)(x+4)",x^2 + 8x + 16,x^2 - 16,x^2 - 8x + 16,x^2 + 16x,60,2,,
312,"Expand (FOIL) the expression:

(x-12)(x+8)",x^2 - 5x - 96,x^2 - 4x - 96,x^2 - 2x - 96,x^2 + 4x - 96,60,2,,
313,"Expand (FOIL) the expression:

(x+6)(x-6)",x^2 - 36,x^2 - 2x - 36,x^2 + x - 36,x^2 + 36x,60,1,,
314,"Expand (FOIL) the expression:

(x-3)(x-8)",x^2 - 12x + 24,x^2 - 11x + 16,x^2 + 5x - 24,x^2 - 11x + 24,60,4,,
315,"Expand (FOIL) the expression:

(x+10)(x-2)",x^2 - 20x + 8,x^2 + 12x + 20,x^2 + 8x + 20,x^2 + 8x - 20,60,4,,
316,"Expand (FOIL) the expression:

(x+6)(x+12)",x^2 + 18x + 72,x^2 + 18x - 72,x^2 - 18x - 72,x^2 + 18x + 78,60,1,,
317,"Expand (FOIL) the expression:

(x+4)(x+8)",x^2 + 12x + 32,x^2 + 12x + 28,x^2 - 4x - 32,x^2 + 32x + 12,60,1,,
318,"Expand (FOIL) the expression:

(x-6)(x+3)",x^2 - 3x - 18,x^2 + 3x - 18,x^2 - 4x - 18,x^2 + 18x - 3,60,1,,
319,"Expand (FOIL) the expression:

(x-12)(x+8)",x^2 - 4x - 96,x^2 - 2x - 96,x^2 - 96,x^2 - 6x - 96,60,1,,
320,"Expand (FOIL) the expression:

(x+8)(x+1)",x^2 - 8x + 9,x^2 + 7x - 8,x^2 + 9x + 8,x^2 + 8,60,3,,
321,"Expand (FOIL) the expression:

(x+1)(x+1)",x^2 - x - 2,x^2 + x + 1,x^2 + 2x + 1,x^2 + 3x + 1,60,3,,
322,"Expand (FOIL) the expression:

(x-11)(x+11)",x^2 - 22x - 121,x^2 + 22x + 121,x^2 - 121,x^2 - 22x + 121,60,3,,
323,"Expand (FOIL) the expression:

(x-8)(x-3)",x^2 + 24x - 11,x^2 - 11x + 24,x^2 - 13x + 24,x^2 - 5x - 24,60,2,,
324,"Expand (FOIL) the expression:

(x-11)(x-11)",x^2 + 121,x^2 - 22x + 121,x^2 - 121x - 22,x^2 - 24x + 121,60,2,,
325,"Expand (FOIL) the expression:

(x-12)(x+6)",x^2 + 6x - 72,x^2 - 7x - 72,x^2 - 6x - 72,x^2 - 6x - 84,60,3,,
326,"Expand (FOIL) the expression:

(x+2)(x-10)",x^2 + 20,x^2 - 20x + 8,x^2 - 8x - 20,x^2 - 8x + 20,60,3,,
327,"Expand (FOIL) the expression:

(x-5)(x+8)",x^2 - 3x - 40,x^2 + 3x - 40,x^2 - 3x + 40,x^2 + 3x - 32,60,2,,
328,"Expand (FOIL) the expression:

(x-5)(x+10)",x^2 + 3x - 50,x^2 + 50x + 5,x^2 + 5x - 50,x^2 - 50x + 5,60,3,,
329,"Expand (FOIL) the expression:

(x-5)(x+7)",x^2 + 2x - 35,x^2 + 2x - 28,x^2 + 2x - 30,x^2 - 2x + 35,60,1,,
330,"Expand (FOIL) the expression:

(x+1)(x-8)",x^2 + 9x - 8,x^2 - 8x - 8,x^2 - 7x - 8,x^2 - 9x + 8,60,3,,
331,"Expand (FOIL) the expression:

(x-3)(x-5)",x^2 - 8x - 15,x^2 - 9x + 15,x^2 - 8x + 15,x^2 - 15,60,3,,
332,"Expand (FOIL) the expression:

(x-1)(x-9)",x^2 - 9,x^2 + 8x + 9,x^2 - 10x + 9,x^2 + 8x - 9,60,3,,
333,"Expand (FOIL) the expression:

(x-6)(x-7)",x^2 + 13x - 42,x^2 - 13x + 42,x^2 - 42x + 13,x^2 - 42x - 13,60,2,,
334,"Expand (FOIL) the expression:

(x+9)(x+1)",x^2 + 10x + 8,x^2 + 8x - 9,x^2 + 9x + 9,x^2 + 10x + 9,60,4,,
335,"Expand (FOIL) the expression:

(x-5)(x+12)",x^2 - 60x + 7,x^2 + 7x - 60,x^2 + 17x - 60,x^2 - 60x - 7,60,2,,
336,"Expand (FOIL) the expression:

(x-5)(x+5)",x^2 - x - 25,x^2 - 25,x^2 + 25x,x^2 + 10x - 25,60,2,,
337,"Expand (FOIL) the expression:

(x-4)(x+5)",x^2 + x - 20,x^2 - x + 20,x^2 + 9x - 20,x^2 + x + 20,60,1,,
338,"Expand (FOIL) the expression:

(x+7)(x+2)",x^2 + 9x + 14,x^2 + 5x + 14,x^2 + 5x - 14,x^2 + 10x + 14,60,1,,
339,"Expand (FOIL) the expression:

(x-5)(x+4)",x^2 + 20x - 1,x^2 + 9x - 20,x^2 - x - 20,x^2 - x - 15,60,3,,
340,"Expand (FOIL) the expression:

(x-3)(x+9)",x^2 - 6x - 27,x^2 + 6x - 36,x^2 + 27x + 6,x^2 + 6x - 27,60,4,,
341,"Expand (FOIL) the expression:

(x-1)(x-2)",x^2 + 3x + 2,x^2 - 3x + 2,x^2 + 2,x^2 + 2x - 3,60,2,,
342,"Expand (FOIL) the expression:

(x-12)(x+6)",x^2 - 8x - 72,x^2 + 72x + 6,x^2 + 72,x^2 - 6x - 72,60,4,,
343,"Expand (FOIL) the expression:

(x+4)(x+5)",x^2 + 8x + 20,x^2 + 9x + 20,x^2 - 9x + 20,x^2 + 11x + 20,60,2,,
344,"Expand (FOIL) the expression:

(x+12)(x-7)",x^2 + 4x - 84,x^2 + 5x - 84,x^2 + 7x - 84,x^2 - 84x - 5,60,2,,
345,"Expand (FOIL) the expression:

(x-9)(x-12)",x^2 + 21x + 108,x^2 - 20x + 108,x^2 - 21x + 108,x^2 - 3x + 108,60,3,,
346,"Expand (FOIL) the expression:

(x-2)(x-2)",x^2 - 4x + 4,x^2 - 4x + 2,x^2 + 4,x^2 - 4x - 4,60,1,,
