"","S"
"5515",-0.998239696025848
"5516",-0.995654940605164
"5517",-0.991925358772278
"5518",-0.987055242061615
"5519",-0.981050193309784
"5520",-0.973917067050934
"5521",-0.965664148330688
"5522",-0.956300795078278
"5523",-0.945837914943695
"5524",-0.934287488460541
"5525",-0.9216628074646
"5526",-0.907978296279907
"5527",-0.893249809741974
"5528",-0.877494275569916
"5529",-0.860729694366455
"5530",-0.842975437641144
"5531",-0.82425194978714
"5532",-0.804580628871918
"5533",-0.783984243869781
"5534",-0.762486398220062
"5535",-0.740111827850342
"5536",-0.716886222362518
"5537",-0.692836344242096
"5538",-0.667989790439606
"5539",-0.64237517118454
"5540",-0.616021931171417
"5541",-0.588960409164429
"5542",-0.561221659183502
"5543",-0.532837569713593
"5544",-0.503840804100037
"5545",-0.474264740943909
"5546",-0.444143325090408
"5547",-0.413511246442795
"5548",-0.382403701543808
"5549",-0.350856423377991
"5550",-0.318905740976334
"5551",-0.286588370800018
"5552",-0.253941476345062
"5553",-0.221002578735352
"5554",-0.187809571623802
"5555",-0.154400616884232
"5556",-0.120814122259617
"5557",-0.0870887115597725
"5558",-0.0532631725072861
"5559",-0.0193763822317123
"5560",0.0145326852798462
"5561",0.0484250411391258
"5562",0.0822617188096046
"5563",0.116003811359406
"5564",0.14961251616478
"5565",0.183049187064171
"5566",0.21627539396286
"5567",0.249252915382385
"5568",0.281943827867508
"5569",0.314310550689697
"5570",0.346315890550613
"5571",0.377923011779785
"5572",0.409095585346222
"5573",0.439797788858414
"5574",0.469994276762009
"5575",0.499650359153748
"5576",0.528731882572174
"5577",0.557205498218536
"5578",0.585038423538208
"5579",0.612198650836945
"5580",0.638654947280884
"5581",0.66437691450119
"5582",0.68933492898941
"5583",0.713500320911407
"5584",0.736845374107361
"5585",0.759343087673187
"5586",0.780967772006989
"5587",0.801694393157959
"5588",0.821499228477478
"5589",0.840359508991241
"5590",0.858253479003906
"5591",0.87516063451767
"5592",0.89106148481369
"5593",0.905937790870667
"5594",0.919772386550903
"5595",0.93254941701889
"5596",0.944254159927368
"5597",0.954873204231262
"5598",0.964394271373749
"5599",0.972806453704834
"5600",0.980100035667419
"5601",0.986266732215881
"5602",0.991299331188202
"5603",0.995192170143127
"5604",0.99794065952301
"5605",0.999541699886322
"5606",0.99999338388443
"5607",0.999295294284821
"5608",0.997448205947876
"5609",0.994454145431519
"5610",0.990316689014435
"5611",0.985040545463562
"5612",0.978631734848022
"5613",0.971097648143768
"5614",0.962447047233582
"5615",0.952689707279205
"5616",0.941836953163147
"5617",0.929901242256165
"5618",0.916896343231201
"5619",0.902837157249451
"5620",0.887739837169647
"5621",0.87162172794342
"5622",0.854501485824585
"5623",0.836398661136627
"5624",0.817334115505219
"5625",0.797329783439636
"5626",0.776408672332764
"5627",0.754594802856445
"5628",0.731913268566132
"5629",0.708390176296234
"5630",0.684052526950836
"5631",0.658928394317627
"5632",0.633046567440033
"5633",0.606436848640442
"5634",0.579129815101624
"5635",0.551156878471375
"5636",0.522550165653229
"5637",0.493342697620392
"5638",0.463567912578583
"5639",0.43326011300087
"5640",0.402454137802124
"5641",0.371185421943665
"5642",0.339489877223969
"5643",0.307404011487961
"5644",0.274964660406113
"5645",0.242209136486053
"5646",0.209175124764442
"5647",0.175900593400002
"5648",0.142423823475838
"5649",0.108783267438412
"5650",0.0750176385045052
"5651",0.041165754199028
"5652",0.00726653449237347
"5653",-0.0266410410404205
"5654",-0.0605179853737354
"5655",-0.0943253412842751
"5656",-0.128024235367775
"5657",-0.161575928330421
"5658",-0.194941848516464
"5659",-0.228083595633507
"5660",-0.26096311211586
"5661",-0.29354253411293
"5662",-0.32578444480896
"5663",-0.357651770114899
"5664",-0.389107823371887
"5665",-0.420116513967514
"5666",-0.450642108917236
"5667",-0.480649530887604
"5668",-0.510104298591614
"5669",-0.538972556591034
"5670",-0.56722104549408
"5671",-0.594817399978638
"5672",-0.621729731559753
"5673",-0.647927224636078
"5674",-0.673379719257355
"5675",-0.698057889938354
"5676",-0.721933424472809
"5677",-0.744978904724121
"5678",-0.767167747020721
"5679",-0.788474500179291
"5680",-0.808874607086182
"5681",-0.828344643115997
"5682",-0.846862256526947
"5683",-0.864406108856201
"5684",-0.880955994129181
"5685",-0.896493017673492
"5686",-0.910999119281769
"5687",-0.924457788467407
"5688",-0.936853528022766
"5689",-0.948171973228455
"5690",-0.958400189876556
"5691",-0.967526435852051
"5692",-0.975540161132812
"5693",-0.982432186603546
"5694",-0.988194584846497
"5695",-0.992820739746094
"5696",-0.996305286884308
"5697",-0.998644292354584
"5698",-0.999835014343262
"5699",-0.999876081943512
"5700",-0.99876743555069
"5701",-0.99651038646698
"5702",-0.993107557296753
"5703",-0.988562762737274
"5704",-0.982881367206573
"5705",-0.976069748401642
"5706",-0.968135833740234
"5707",-0.959088742733002
"5708",-0.948938846588135
"5709",-0.93769782781601
"5710",-0.925378620624542
"5711",-0.911995410919189
"5712",-0.897563517093658
"5713",-0.882099628448486
"5714",-0.865621447563171
"5715",-0.848147928714752
"5716",-0.829699158668518
"5717",-0.810296416282654
"5718",-0.789961993694305
"5719",-0.76871919631958
"5720",-0.74659252166748
"5721",-0.723607420921326
"5722",-0.699790239334106
"5723",-0.675168454647064
"5724",-0.649770319461823
"5725",-0.623625040054321
"5726",-0.596762716770172
"5727",-0.569214224815369
"5728",-0.541011273860931
"5729",-0.512186169624329
"5730",-0.482772201299667
"5731",-0.452803075313568
"5732",-0.422313332557678
"5733",-0.391337990760803
"5734",-0.359912693500519
"5735",-0.328073531389236
"5736",-0.295857161283493
"5737",-0.263300597667694
"5738",-0.23044128715992
"5739",-0.197316989302635
"5740",-0.163965836167336
"5741",-0.130426123738289
"5742",-0.0967364609241486
"5743",-0.0629355609416962
"5744",-0.0290623009204865
"5745",0.00484438007697463
"5746",0.0387454889714718
"5747",0.0726020485162735
"5748",0.106375128030777
"5749",0.140025898814201
"5750",0.173515647649765
"5751",0.206805899739265
"5752",0.239858359098434
"5753",0.272635012865067
"5754",0.305098176002502
"5755",0.337210536003113
"5756",0.368935167789459
"5757",0.400235593318939
"5758",0.431075781583786
"5759",0.461420327425003
"5760",0.491234332323074
"5761",0.520483493804932
"5762",0.549134135246277
"5763",0.577153444290161
"5764",0.604509055614471
"5765",0.631169617176056
"5766",0.657104432582855
"5767",0.682283699512482
"5768",0.706678450107574
"5769",0.730260670185089
"5770",0.753003180027008
"5771",0.77487987279892
"5772",0.795865535736084
"5773",0.815936148166656
"5774",0.83506852388382
"5775",0.853240728378296
"5776",0.870431900024414
"5777",0.886622190475464
"5778",0.901793003082275
"5779",0.915926873683929
"5780",0.929007649421692
"5781",0.94102019071579
"5782",0.951950669288635
"5783",0.96178662776947
"5784",0.970516681671143
"5785",0.97813081741333
"5786",0.984620273113251
"5787",0.989977538585663
"5788",0.994196534156799
"5789",0.997272312641144
"5790",0.999201476573944
"5791",0.999981641769409
"5792",0.999612092971802
"5793",0.998093068599701
"5794",0.99542647600174
"5795",0.991615235805511
"5796",0.98666387796402
"5797",0.980578005313873
"5798",0.973364591598511
"5799",0.965032041072845
"5800",0.955589830875397
"5801",0.945048809051514
"5802",0.933421194553375
"5803",0.920720279216766
"5804",0.906960725784302
"5805",0.892158269882202
"5806",0.876330018043518
"5807",0.859494149684906
"5808",0.841669976711273
"5809",0.822878003120422
"5810",0.803139865398407
"5811",0.782478272914886
"5812",0.760917007923126
"5813",0.738480746746063
"5814",0.71519535779953
"5815",0.691087663173676
"5816",0.666185319423676
"5817",0.640516936779022
"5818",0.614112079143524
"5819",0.587001144886017
"5820",0.559215188026428
"5821",0.530786275863647
"5822",0.501747071743011
"5823",0.47213089466095
"5824",0.441971868276596
"5825",0.411304622888565
"5826",0.380164474248886
"5827",0.348587185144424
"5828",0.316609084606171
"5829",0.284266948699951
"5830",0.251597940921783
"5831",0.218639627099037
"5832",0.185429930686951
"5833",0.152007013559341
"5834",0.118409313261509
"5835",0.0846754685044289
"5836",0.0508442558348179
"5837",0.0169545840471983
"5838",-0.0169545840471983
"5839",-0.0508442558348179
"5840",-0.0846754685044289
"5841",-0.118409313261509
"5842",-0.152007013559341
"5843",-0.185429930686951
"5844",-0.218639627099037
"5845",-0.251597940921783
"5846",-0.284266948699951
"5847",-0.316609084606171
"5848",-0.348587185144424
"5849",-0.380164474248886
"5850",-0.411304622888565
"5851",-0.441971868276596
"5852",-0.47213089466095
"5853",-0.501747071743011
"5854",-0.530786275863647
"5855",-0.559215188026428
"5856",-0.587001144886017
"5857",-0.614112079143524
"5858",-0.640516936779022
"5859",-0.666185319423676
"5860",-0.691087663173676
"5861",-0.71519535779953
"5862",-0.738480746746063
"5863",-0.760917007923126
"5864",-0.782478272914886
"5865",-0.803139865398407
"5866",-0.822878003120422
"5867",-0.841669976711273
"5868",-0.859494149684906
"5869",-0.876330018043518
"5870",-0.892158269882202
"5871",-0.906960725784302
"5872",-0.920720279216766
"5873",-0.933421194553375
"5874",-0.945048809051514
"5875",-0.955589830875397
"5876",-0.965032041072845
"5877",-0.973364591598511
"5878",-0.980578005313873
"5879",-0.98666387796402
"5880",-0.991615235805511
"5881",-0.99542647600174
"5882",-0.998093068599701
"5883",-0.999612092971802
"5884",-0.999981641769409
"5885",-0.999201476573944
"5886",-0.997272312641144
"5887",-0.994196534156799
"5888",-0.989977538585663
"5889",-0.984620273113251
"5890",-0.97813081741333
"5891",-0.970516681671143
"5892",-0.96178662776947
"5893",-0.951950669288635
"5894",-0.94102019071579
"5895",-0.929007649421692
"5896",-0.915926873683929
"5897",-0.901793003082275
"5898",-0.886622190475464
"5899",-0.870431900024414
"5900",-0.853240728378296
"5901",-0.83506852388382
"5902",-0.815936148166656
"5903",-0.795865535736084
"5904",-0.77487987279892
"5905",-0.753003180027008
"5906",-0.730260670185089
"5907",-0.706678450107574
"5908",-0.682283699512482
"5909",-0.657104432582855
"5910",-0.631169617176056
"5911",-0.604509055614471
"5912",-0.577153444290161
"5913",-0.549134135246277
"5914",-0.520483493804932
"5915",-0.491234332323074
"5916",-0.461420327425003
"5917",-0.431075781583786
"5918",-0.400235593318939
"5919",-0.368935167789459
"5920",-0.337210536003113
"5921",-0.305098176002502
"5922",-0.272635012865067
"5923",-0.239858359098434
"5924",-0.206805899739265
"5925",-0.173515647649765
"5926",-0.140025898814201
"5927",-0.106375128030777
"5928",-0.0726020485162735
"5929",-0.0387454889714718
"5930",-0.00484438007697463
"5931",0.0290623009204865
"5932",0.0629355609416962
"5933",0.0967364609241486
"5934",0.130426123738289
"5935",0.163965836167336
"5936",0.197316989302635
"5937",0.23044128715992
"5938",0.263300597667694
"5939",0.295857161283493
"5940",0.328073531389236
"5941",0.359912693500519
"5942",0.391337990760803
"5943",0.422313332557678
"5944",0.452803075313568
"5945",0.482772201299667
"5946",0.512186169624329
"5947",0.541011273860931
"5948",0.569214224815369
"5949",0.596762716770172
"5950",0.623625040054321
"5951",0.649770319461823
"5952",0.675168454647064
"5953",0.699790239334106
"5954",0.723607420921326
"5955",0.74659252166748
"5956",0.76871919631958
"5957",0.789961993694305
"5958",0.810296416282654
"5959",0.829699158668518
"5960",0.848147928714752
"5961",0.865621447563171
"5962",0.882099628448486
"5963",0.897563517093658
"5964",0.911995410919189
"5965",0.925378620624542
"5966",0.93769782781601
"5967",0.948938846588135
"5968",0.959088742733002
"5969",0.968135833740234
"5970",0.976069748401642
"5971",0.982881367206573
"5972",0.988562762737274
"5973",0.993107557296753
"5974",0.99651038646698
"5975",0.99876743555069
"5976",0.999876081943512
"5977",0.999835014343262
"5978",0.998644292354584
"5979",0.996305286884308
"5980",0.992820739746094
"5981",0.988194584846497
"5982",0.982432186603546
"5983",0.975540161132812
"5984",0.967526435852051
"5985",0.958400189876556
"5986",0.948171973228455
"5987",0.936853528022766
"5988",0.924457788467407
"5989",0.910999119281769
"5990",0.896493017673492
"5991",0.880955994129181
"5992",0.864406108856201
"5993",0.846862256526947
"5994",0.828344643115997
"5995",0.808874607086182
"5996",0.788474500179291
"5997",0.767167747020721
"5998",0.744978904724121
"5999",0.721933424472809
"6000",0.698057889938354
"6001",0.673379719257355
"6002",0.647927224636078
"6003",0.621729731559753
"6004",0.594817399978638
"6005",0.56722104549408
"6006",0.538972556591034
"6007",0.510104298591614
"6008",0.480649530887604
"6009",0.450642108917236
"6010",0.420116513967514
"6011",0.389107823371887
"6012",0.357651770114899
"6013",0.32578444480896
"6014",0.29354253411293
"6015",0.26096311211586
"6016",0.228083595633507
"6017",0.194941848516464
"6018",0.161575928330421
"6019",0.128024235367775
"6020",0.0943253412842751
"6021",0.0605179853737354
"6022",0.0266410410404205
"6023",-0.00726653449237347
"6024",-0.041165754199028
"6025",-0.0750176385045052
"6026",-0.108783267438412
"6027",-0.142423823475838
"6028",-0.175900593400002
"6029",-0.209175124764442
"6030",-0.242209136486053
"6031",-0.274964660406113
"6032",-0.307404011487961
"6033",-0.339489877223969
"6034",-0.371185421943665
"6035",-0.402454137802124
"6036",-0.43326011300087
"6037",-0.463567912578583
"6038",-0.493342697620392
"6039",-0.522550165653229
"6040",-0.551156878471375
"6041",-0.579129815101624
"6042",-0.606436848640442
"6043",-0.633046567440033
"6044",-0.658928394317627
"6045",-0.684052526950836
"6046",-0.708390176296234
"6047",-0.731913268566132
"6048",-0.754594802856445
"6049",-0.776408672332764
"6050",-0.797329783439636
"6051",-0.817334115505219
"6052",-0.836398661136627
"6053",-0.854501485824585
"6054",-0.87162172794342
"6055",-0.887739837169647
"6056",-0.902837157249451
"6057",-0.916896343231201
"6058",-0.929901242256165
"6059",-0.941836953163147
"6060",-0.952689707279205
"6061",-0.962447047233582
"6062",-0.971097648143768
"6063",-0.978631734848022
"6064",-0.985040545463562
"6065",-0.990316689014435
"6066",-0.994454145431519
"6067",-0.997448205947876
"6068",-0.999295294284821
"6069",-0.99999338388443
"6070",-0.999541699886322
"6071",-0.99794065952301
"6072",-0.995192170143127
"6073",-0.991299331188202
"6074",-0.986266732215881
"6075",-0.980100035667419
"6076",-0.972806453704834
"6077",-0.964394271373749
"6078",-0.954873204231262
"6079",-0.944254159927368
"6080",-0.93254941701889
"6081",-0.919772386550903
"6082",-0.905937790870667
"6083",-0.89106148481369
"6084",-0.87516063451767
"6085",-0.858253479003906
"6086",-0.840359508991241
"6087",-0.821499228477478
"6088",-0.801694393157959
"6089",-0.780967772006989
"6090",-0.759343087673187
"6091",-0.736845374107361
"6092",-0.713500320911407
"6093",-0.68933492898941
"6094",-0.66437691450119
"6095",-0.638654947280884
"6096",-0.612198650836945
"6097",-0.585038423538208
"6098",-0.557205498218536
"6099",-0.528731882572174
"6100",-0.499650359153748
"6101",-0.469994276762009
"6102",-0.439797788858414
"6103",-0.409095585346222
"6104",-0.377923011779785
"6105",-0.346315890550613
"6106",-0.314310550689697
"6107",-0.281943827867508
"6108",-0.249252915382385
"6109",-0.21627539396286
"6110",-0.183049187064171
"6111",-0.14961251616478
"6112",-0.116003811359406
"6113",-0.0822617188096046
"6114",-0.0484250411391258
"6115",-0.0145326852798462
"6116",0.0193763822317123
"6117",0.0532631725072861
"6118",0.0870887115597725
"6119",0.120814122259617
"6120",0.154400616884232
"6121",0.187809571623802
"6122",0.221002578735352
"6123",0.253941476345062
"6124",0.286588370800018
"6125",0.318905740976334
"6126",0.350856423377991
"6127",0.382403701543808
"6128",0.413511246442795
"6129",0.444143325090408
"6130",0.474264740943909
"6131",0.503840804100037
"6132",0.532837569713593
"6133",0.561221659183502
"6134",0.588960409164429
"6135",0.616021931171417
"6136",0.64237517118454
"6137",0.667989790439606
"6138",0.692836344242096
"6139",0.716886222362518
"6140",0.740111827850342
"6141",0.762486398220062
"6142",0.783984243869781
"6143",0.804580628871918
"6144",0.82425194978714
"6145",0.842975437641144
"6146",0.860729694366455
"6147",0.877494275569916
"6148",0.893249809741974
"6149",0.907978296279907
"6150",0.9216628074646
"6151",0.934287488460541
"6152",0.945837914943695
"6153",0.956300795078278
"6154",0.965664148330688
"6155",0.973917067050934
"6156",0.981050193309784
"6157",0.987055242061615
"6158",0.991925358772278
"6159",0.995654940605164
"6160",0.998239696025848
"6161",0.999676585197449
"6162",0.9999640583992
"6163",0.999101758003235
"6164",0.997090637683868
"6165",0.993933022022247
"6166",0.989632546901703
"6167",0.984194159507751
"6168",0.977624118328094
"6169",0.969929993152618
"6170",0.96112060546875
"6171",0.951206088066101
"6172",0.940197885036469
"6173",0.9281085729599
"6174",0.914952039718628
"6175",0.900743544101715
"6176",0.88549929857254
"6177",0.869236886501312
"6178",0.85197502374649
"6179",0.833733558654785
"6180",0.814533352851868
"6181",0.794396638870239
"6182",0.773346483707428
"6183",0.751407086849213
"6184",0.728603720664978
"6185",0.704962611198425
"6186",0.680510878562927
"6187",0.655276656150818
"6188",0.629289031028748
"6189",0.602577805519104
"6190",0.575173676013947
"6191",0.547108232975006
"6192",0.518413722515106
"6193",0.489123076200485
"6194",0.459270060062408
"6195",0.428888946771622
"6196",0.398014664649963
"6197",0.366682767868042
"6198",0.334929227828979
"6199",0.302790582180023
"6200",0.270303785800934
"6201",0.237506166100502
"6202",0.204435452818871
"6203",0.171129688620567
"6204",0.137627154588699
"6205",0.103966362774372
"6206",0.0701860338449478
"6207",0.0363249965012074
"6208",0.00242219702340662
"6209",-0.0314833894371986
"6210",-0.065352775156498
"6211",-0.0991470143198967
"6212",-0.132827252149582
"6213",-0.166354760527611
"6214",-0.199690997600555
"6215",-0.232797607779503
"6216",-0.265636563301086
"6217",-0.298170059919357
"6218",-0.33036071062088
"6219",-0.362171500921249
"6220",-0.393565863370895
"6221",-0.424507707357407
"6222",-0.45496141910553
"6223",-0.484892010688782
"6224",-0.514265060424805
"6225",-0.543046772480011
"6226",-0.57120406627655
"6227",-0.59870457649231
"6228",-0.625516712665558
"6229",-0.651609599590302
"6230",-0.676953256130219
"6231",-0.701518476009369
"6232",-0.725277125835419
"6233",-0.748201787471771
"6234",-0.770266175270081
"6235",-0.791444838047028
"6236",-0.811713516712189
"6237",-0.831048846244812
"6238",-0.849428594112396
"6239",-0.866831660270691
"6240",-0.883238017559052
"6241",-0.898628830909729
"6242",-0.91298633813858
"6243",-0.926294028759003
"6244",-0.938536703586578
"6245",-0.949700176715851
"6246",-0.959771692752838
"6247",-0.968739569187164
"6248",-0.976593613624573
"6249",-0.983324706554413
"6250",-0.988925158977509
"6251",-0.993388533592224
"6252",-0.996709644794464
"6253",-0.998884737491608
"6254",-0.999911248683929
"6255",-0.999788045883179
"6256",-0.998515248298645
"6257",-0.996094346046448
"6258",-0.992528080940247
"6259",-0.987820625305176
"6260",-0.98197728395462
"6261",-0.975004851818085
"6262",-0.966911315917969
"6263",-0.957706034183502
"6264",-0.947399497032166
"6265",-0.936003684997559
"6266",-0.923531532287598
"6267",-0.909997522830963
"6268",-0.895417213439941
"6269",-0.879807233810425
"6270",-0.863185703754425
"6271",-0.845571577548981
"6272",-0.826985239982605
"6273",-0.807448029518127
"6274",-0.786982357501984
"6275",-0.76561176776886
"6276",-0.743360877037048
"6277",-0.720255255699158
"6278",-0.696321427822113
"6279",-0.671586990356445
"6280",-0.646080315113068
"6281",-0.619830787181854
"6282",-0.592868506908417
"6283",-0.565224587917328
"6284",-0.536930680274963
"6285",-0.50801944732666
"6286",-0.478524088859558
"6287",-0.448478490114212
"6288",-0.417917191982269
"6289",-0.38687539100647
"6290",-0.355388730764389
"6291",-0.323493450880051
"6292",-0.291226178407669
"6293",-0.258624076843262
"6294",-0.225724577903748
"6295",-0.19256554543972
"6296",-0.159185096621513
"6297",-0.125621601939201
"6298",-0.0919136703014374
"6299",-0.0581000484526157
"6300",-0.0242196265608072
"6301",0.00968864653259516
"6302",0.0435857772827148
"6303",0.0774327963590622
"6304",0.111190773546696
"6305",0.144820898771286
"6306",0.178284510970116
"6307",0.211543127894402
"6308",0.244558498263359
"6309",0.277292668819427
"6310",0.309707999229431
"6311",0.341767221689224
"6312",0.373433470726013
"6313",0.40467032790184
"6314",0.435441881418228
"6315",0.465712755918503
"6316",0.495448142290115
"6317",0.524613857269287
"6318",0.55317634344101
"6319",0.581102728843689
"6320",0.608361005783081
"6321",0.634919762611389
"6322",0.660748422145844
"6323",0.685817360877991
"6324",0.71009773015976
"6325",0.733561635017395
"6326",0.756182014942169
"6327",0.777932941913605
"6328",0.798789381980896
"6329",0.818727314472198
"6330",0.837723851203918
"6331",0.855757176876068
"6332",0.872806489467621
"6333",0.88885223865509
"6334",0.903876006603241
"6335",0.917860388755798
"6336",0.930789470672607
"6337",0.942648231983185
"6338",0.953423142433167
"6339",0.963101744651794
"6340",0.97167295217514
"6341",0.979126930236816
"6342",0.98545503616333
"6343",0.990650057792664
"6344",0.994705975055695
"6345",0.997618198394775
"6346",0.999383270740509
"6347",0.999999284744263
"6348",0.99946540594101
"6349",0.997782349586487
"6350",0.994951963424683
"6351",0.990977585315704
"6352",0.985863745212555
"6353",0.979616343975067
"6354",0.972242534160614
"6355",0.963750839233398
"6356",0.954150974750519
"6357",0.943453967571259
"6358",0.931672155857086
"6359",0.918819069862366
"6360",0.904909551143646
"6361",0.889959514141083
"6362",0.873986124992371
"6363",0.85700786113739
"6364",0.839044153690338
"6365",0.820115685462952
"6366",0.800244212150574
"6367",0.779452621936798
"6368",0.757764756679535
"6369",0.73520565032959
"6370",0.711801111698151
"6371",0.687578201293945
"6372",0.662564635276794
"6373",0.636789202690125
"6374",0.610281646251678
"6375",0.583072304725647
"6376",0.555192530155182
"6377",0.526674449443817
"6378",0.497550696134567
"6379",0.467854887247086
"6380",0.437621116638184
"6381",0.406884163618088
"6382",0.375679343938828
"6383",0.34404256939888
"6384",0.312010198831558
"6385",0.279619067907333
"6386",0.24690642952919
"6387",0.21390987932682
"6388",0.180667385458946
"6389",0.147217139601707
"6390",0.113597624003887
"6391",0.0798474922776222
"6392",0.0460055433213711
"6393",0.0121107008308172
"6394",-0.0217980686575174
"6395",-0.0556817725300789
"6396",-0.0895014554262161
"6397",-0.123218223452568
"6398",-0.156793311238289
"6399",-0.190188109874725
"6400",-0.223364233970642
"6401",-0.256283521652222
"6402",-0.288908123970032
"6403",-0.321200519800186
"6404",-0.353123605251312
"6405",-0.384640663862228
"6406",-0.415715456008911
"6407",-0.446312218904495
"6408",-0.476395815610886
"6409",-0.505931615829468
"6410",-0.534885704517365
"6411",-0.563224732875824
"6412",-0.590916216373444
"6413",-0.617928147315979
"6414",-0.644229650497437
"6415",-0.669790387153625
"6416",-0.694580912590027
"6417",-0.718572854995728
"6418",-0.741738498210907
"6419",-0.76405131816864
"6420",-0.785485625267029
"6421",-0.806016683578491
"6422",-0.825621008872986
"6423",-0.844276010990143
"6424",-0.861960232257843
"6425",-0.878653347492218
"6426",-0.894336104393005
"6427",-0.908990621566772
"6428",-0.922599852085114
"6429",-0.935148298740387
"6430",-0.946621477603912
"6431",-0.957006216049194
"6432",-0.966290533542633
"6433",-0.974463820457458
"6434",-0.981516599655151
"6435",-0.987440824508667
"6436",-0.992229640483856
"6437",-0.9958775639534
"6438",-0.998380422592163
"6439",-0.999735236167908
"6440",-0.999940574169159
"6441",-0.998996198177338
"6442",-0.99690306186676
"6443",-0.993663668632507
"6444",-0.9892817735672
"6445",-0.983762323856354
"6446",-0.977111756801605
"6447",-0.969337642192841
"6448",-0.960448980331421
"6449",-0.950455904006958
"6450",-0.939370036125183
"6451",-0.927204012870789
"6452",-0.913971900939941
"6453",-0.899688839912415
"6454",-0.884371280670166
"6455",-0.868036866188049
"6456",-0.850704312324524
"6457",-0.832393646240234
"6458",-0.813125848770142
"6459",-0.792923092842102
"6460",-0.771808564662933
"6461",-0.749806642532349
"6462",-0.726942539215088
"6463",-0.703242599964142
"6464",-0.678734064102173
"6465",-0.653445065021515
"6466",-0.627404689788818
"6467",-0.60064297914505
"6468",-0.573190569877625
"6469",-0.545079112052917
"6470",-0.516340911388397
"6471",-0.487008959054947
"6472",-0.457117080688477
"6473",-0.426699578762054
"6474",-0.395791441202164
"6475",-0.36442819237709
"6476",-0.332645952701569
"6477",-0.300481200218201
"6478",-0.267970949411392
"6479",-0.235152572393417
"6480",-0.20206381380558
"6481",-0.168742716312408
"6482",-0.135227605700493
"6483",-0.101556986570358
"6484",-0.0677696019411087
"6485",-0.0339042916893959
"6486",-0.0000000000000440996658678319
"6487",0.0339042916893959
"6488",0.0677696019411087
"6489",0.101556986570358
"6490",0.135227605700493
"6491",0.168742716312408
"6492",0.20206381380558
"6493",0.235152572393417
"6494",0.267970949411392
"6495",0.300481200218201
"6496",0.332645952701569
"6497",0.36442819237709
"6498",0.395791441202164
"6499",0.426699578762054
"6500",0.457117080688477
"6501",0.487008959054947
"6502",0.516340911388397
"6503",0.545079112052917
"6504",0.573190569877625
"6505",0.60064297914505
"6506",0.627404689788818
"6507",0.653445065021515
"6508",0.678734064102173
"6509",0.703242599964142
"6510",0.726942539215088
"6511",0.749806642532349
"6512",0.771808564662933
"6513",0.792923092842102
"6514",0.813125848770142
"6515",0.832393646240234
"6516",0.850704312324524
"6517",0.868036866188049
"6518",0.884371280670166
"6519",0.899688839912415
"6520",0.913971900939941
"6521",0.927204012870789
"6522",0.939370036125183
"6523",0.950455904006958
"6524",0.960448980331421
"6525",0.969337642192841
"6526",0.977111756801605
"6527",0.983762323856354
"6528",0.9892817735672
"6529",0.993663668632507
"6530",0.99690306186676
"6531",0.998996198177338
"6532",0.999940574169159
"6533",0.999735236167908
"6534",0.998380422592163
"6535",0.9958775639534
"6536",0.992229640483856
"6537",0.987440824508667
"6538",0.981516599655151
"6539",0.974463820457458
"6540",0.966290533542633
"6541",0.957006216049194
"6542",0.946621477603912
"6543",0.935148298740387
"6544",0.922599852085114
"6545",0.908990621566772
"6546",0.894336104393005
"6547",0.878653347492218
"6548",0.861960232257843
"6549",0.844276010990143
"6550",0.825621008872986
"6551",0.806016683578491
"6552",0.785485625267029
"6553",0.76405131816864
"6554",0.741738498210907
"6555",0.718572854995728
"6556",0.694580912590027
"6557",0.669790387153625
"6558",0.644229650497437
"6559",0.617928147315979
"6560",0.590916216373444
"6561",0.563224732875824
"6562",0.534885704517365
"6563",0.505931615829468
"6564",0.476395815610886
"6565",0.446312218904495
"6566",0.415715456008911
"6567",0.384640663862228
"6568",0.353123605251312
"6569",0.321200519800186
"6570",0.288908123970032
"6571",0.256283521652222
"6572",0.223364233970642
"6573",0.190188109874725
"6574",0.156793311238289
"6575",0.123218223452568
"6576",0.0895014554262161
"6577",0.0556817725300789
"6578",0.0217980686575174
"6579",-0.0121107008308172
"6580",-0.0460055433213711
"6581",-0.0798474922776222
"6582",-0.113597624003887
"6583",-0.147217139601707
"6584",-0.180667385458946
"6585",-0.21390987932682
"6586",-0.24690642952919
"6587",-0.279619067907333
"6588",-0.312010198831558
"6589",-0.34404256939888
"6590",-0.375679343938828
"6591",-0.406884163618088
"6592",-0.437621116638184
"6593",-0.467854887247086
"6594",-0.497550696134567
"6595",-0.526674449443817
"6596",-0.555192530155182
"6597",-0.583072304725647
"6598",-0.610281646251678
"6599",-0.636789202690125
"6600",-0.662564635276794
"6601",-0.687578201293945
"6602",-0.711801111698151
"6603",-0.73520565032959
"6604",-0.757764756679535
"6605",-0.779452621936798
"6606",-0.800244212150574
"6607",-0.820115685462952
"6608",-0.839044153690338
"6609",-0.85700786113739
"6610",-0.873986124992371
"6611",-0.889959514141083
"6612",-0.904909551143646
"6613",-0.918819069862366
"6614",-0.931672155857086
"6615",-0.943453967571259
"6616",-0.954150974750519
"6617",-0.963750839233398
"6618",-0.972242534160614
"6619",-0.979616343975067
"6620",-0.985863745212555
"6621",-0.990977585315704
"6622",-0.994951963424683
"6623",-0.997782349586487
"6624",-0.99946540594101
"6625",-0.999999284744263
"6626",-0.999383270740509
"6627",-0.997618198394775
