"Blooket
Import Template",,,,,,,,,
321,"Convert 0.669% to a decimal fraction.",0.00669,0.0669,6.69,669,60,1,,
322,"Convert 843% to a decimal fraction.",0.0843,8.43,84.3,843,60,2,,
323,"Convert 5.75% to a decimal fraction.",0.0575,5.75,57.5,575,60,1,,
324,"Convert 0.0771 to a percentage.",0.00771%,0.771%,7.71%,771%,60,3,,
325,"Convert 77.6% to a decimal fraction.",0.00776,0.0776,0.776,776,60,3,,
326,"Convert 3.42% to a decimal fraction.",0.0342,0.342,34.2,342,60,1,,
327,"Convert 2.09 to a percentage.",0.0209%,2.09%,20.9%,209%,60,4,,
328,"Convert 0.054 to a percentage.",0.54%,5.4%,54%,540%,60,2,,
329,"Convert 0.0706 to a percentage.",0.00706%,7.06%,70.6%,706%,60,2,,
330,"Convert 0.00569 to a percentage.",0.00569%,0.569%,5.69%,56.9%,60,2,,
331,"Convert 331% to a decimal fraction.",0.00331,0.331,3.31,33.1,60,3,,
332,"Convert 0.03 to a percentage.",0.03%,0.3%,3%,30%,60,3,,
333,"Convert 0.748% to a decimal fraction.",0.00748,0.0748,74.8,748,60,1,,
334,"Convert 0.0712 to a percentage.",0.00712%,0.0712%,7.12%,712%,60,3,,
335,"Convert 0.658 to a percentage.",0.0658%,0.658%,65.8%,658%,60,3,,
336,"Convert 0.0663 to a percentage.",0.00663%,0.663%,6.63%,66.3%,60,3,,
337,"Convert 749% to a decimal fraction.",0.00749,7.49,74.9,749,60,2,,
338,"Convert 2.47% to a decimal fraction.",0.00247,0.0247,24.7,247,60,2,,
339,"Convert 56% to a decimal fraction.",0.0056,0.056,0.56,56,60,3,,
340,"Convert 7.34 to a percentage.",0.0734%,7.34%,73.4%,734%,60,4,,
341,"Convert 0.194 to a percentage.",0.0194%,0.194%,1.94%,19.4%,60,4,,
342,"Convert 1.22% to a decimal fraction.",0.0122,0.122,1.22,12.2,60,1,,
343,"Convert 8.66 to a percentage.",0.00866%,0.866%,86.6%,866%,60,4,,
344,"Convert 8.03 to a percentage.",0.0803%,0.803%,80.3%,803%,60,4,,
345,"Convert 7.97 to a percentage.",0.00797%,0.0797%,79.7%,797%,60,4,,
346,"Convert 0.222 to a percentage.",0.0222%,0.222%,22.2%,222%,60,3,,
347,"Convert 0.0618 to a percentage.",0.618%,6.18%,61.8%,618%,60,2,,
348,"Convert 0.651 to a percentage.",0.651%,6.51%,65.1%,651%,60,3,,
349,"Convert 9.93 to a percentage.",0.00993%,0.0993%,0.993%,993%,60,4,,
350,"Convert 3.09 to a percentage.",0.00309%,0.0309%,0.309%,309%,60,4,,
351,"Convert 0.346% to a decimal fraction.",0.00346,0.0346,3.46,34.6,60,1,,
352,"Convert 3.48% to a decimal fraction.",0.0348,0.348,34.8,348,60,1,,
353,"Convert 0.0685 to a percentage.",0.00685%,0.0685%,6.85%,685%,60,3,,
354,"Convert 8.14 to a percentage.",0.00814%,0.0814%,8.14%,814%,60,4,,
355,"Convert 0.00631 to a percentage.",0.00631%,0.631%,6.31%,63.1%,60,2,,
356,"Convert 0.202% to a decimal fraction.",0.00202,0.0202,0.202,2.02,60,1,,
357,"Convert 9.63% to a decimal fraction.",0.00963,0.0963,9.63,963,60,2,,
358,"Convert 556% to a decimal fraction.",0.00556,0.556,5.56,556,60,3,,
359,"Convert 0.0892 to a percentage.",0.00892%,0.0892%,8.92%,89.2%,60,3,,
360,"Convert 0.898% to a decimal fraction.",0.00898,0.0898,0.898,8.98,60,1,,
361,"Convert 0.732% to a decimal fraction.",0.00732,0.0732,73.2,732,60,1,,
362,"Convert 7.58 to a percentage.",0.0758%,0.758%,7.58%,758%,60,4,,
363,"Convert 44.7% to a decimal fraction.",0.00447,0.0447,0.447,4.47,60,3,,
364,"Convert 932% to a decimal fraction.",0.0932,0.932,9.32,93.2,60,3,,
365,"Convert 855% to a decimal fraction.",0.00855,0.0855,8.55,85.5,60,3,,
366,"Convert 0.115 to a percentage.",0.115%,1.15%,11.5%,115%,60,3,,
367,"Convert 7.23% to a decimal fraction.",0.0723,0.723,7.23,72.3,60,1,,
368,"Convert 53.3% to a decimal fraction.",0.0533,0.533,5.33,533,60,2,,
369,"Convert 5.34 to a percentage.",0.534%,5.34%,53.4%,534%,60,4,,
370,"Convert 0.0044 to a percentage.",0.0044%,0.44%,4.4%,440%,60,2,,
371,"Convert 2.22% to a decimal fraction.",0.0222,0.222,22.2,222,60,1,,
372,"Convert 0.025 to a percentage.",0.0025%,0.25%,2.5%,250%,60,3,,
373,"Convert 0.00139 to a percentage.",0.00139%,0.0139%,0.139%,139%,60,3,,
374,"Convert 1.87 to a percentage.",0.0187%,0.187%,1.87%,187%,60,4,,
375,"Convert 0.00419 to a percentage.",0.0419%,0.419%,4.19%,41.9%,60,2,,
376,"Convert 96.9% to a decimal fraction.",0.00969,0.969,9.69,96.9,60,2,,
377,"Convert 416% to a decimal fraction.",0.00416,4.16,41.6,416,60,2,,
378,"Convert 0.0977 to a percentage.",0.0977%,0.977%,9.77%,977%,60,3,,
379,"Convert 2.08% to a decimal fraction.",0.00208,0.0208,0.208,20.8,60,2,,
380,"Convert 6.98 to a percentage.",0.00698%,0.0698%,6.98%,698%,60,4,,
381,"Convert 295% to a decimal fraction.",0.00295,0.295,2.95,29.5,60,3,,
382,"Convert 0.14 to a percentage.",0.0014%,0.014%,0.14%,14%,60,4,,
383,"Convert 3.77% to a decimal fraction.",0.0377,0.377,37.7,377,60,1,,
384,"Convert 0.0951 to a percentage.",0.00951%,0.0951%,9.51%,95.1%,60,3,,
385,"Convert 0.477% to a decimal fraction.",0.00477,4.77,47.7,477,60,1,,
386,"Convert 52.1% to a decimal fraction.",0.0521,0.521,52.1,521,60,2,,
387,"Convert 0.0046 to a percentage.",0.046%,0.46%,46%,460%,60,2,,
388,"Convert 641% to a decimal fraction.",0.0641,0.641,6.41,641,60,3,,
389,"Convert 0.768% to a decimal fraction.",0.00768,7.68,76.8,768,60,1,,
390,"Convert 582% to a decimal fraction.",0.582,5.82,58.2,582,60,2,,
391,"Convert 0.0634 to a percentage.",0.634%,6.34%,63.4%,634%,60,2,,
392,"Convert 744% to a decimal fraction.",0.00744,0.744,7.44,74.4,60,3,,
393,"Convert 9.52% to a decimal fraction.",0.0952,0.952,9.52,952,60,1,,
394,"Convert 0.00848 to a percentage.",0.848%,8.48%,84.8%,848%,60,1,,
395,"Convert 6.52% to a decimal fraction.",0.00652,0.0652,6.52,65.2,60,2,,
396,"Convert 2.5 to a percentage.",0.025%,0.25%,2.5%,250%,60,4,,
397,"Convert 609% to a decimal fraction.",0.00609,0.609,6.09,60.9,60,3,,
398,"Convert 2.62% to a decimal fraction.",0.00262,0.0262,0.262,2.62,60,2,,
399,"Convert 0.234% to a decimal fraction.",0.00234,0.0234,2.34,234,60,1,,
400,"Convert 0.0672 to a percentage.",0.00672%,0.672%,6.72%,672%,60,3,,
401,"Convert 0.0798 to a percentage.",0.00798%,0.798%,7.98%,798%,60,3,,
402,"Convert 67.2% to a decimal fraction.",0.00672,0.0672,0.672,672,60,3,,
403,"Convert 381% to a decimal fraction.",0.00381,0.0381,3.81,38.1,60,3,,
404,"Convert 0.00465 to a percentage.",0.00465%,0.465%,4.65%,46.5%,60,2,,
405,"Convert 0.669 to a percentage.",0.00669%,0.669%,66.9%,669%,60,3,,
406,"Convert 0.935% to a decimal fraction.",0.00935,0.0935,0.935,935,60,1,,
407,"Convert 0.514 to a percentage.",0.514%,5.14%,51.4%,514%,60,3,,
408,"Convert 0.00212 to a percentage.",0.00212%,0.0212%,0.212%,212%,60,3,,
409,"Convert 9.84% to a decimal fraction.",0.00984,0.0984,0.984,984,60,2,,
410,"Convert 0.33 to a percentage.",0.0033%,0.33%,33%,330%,60,3,,
411,"Convert 1.12 to a percentage.",0.00112%,0.112%,1.12%,112%,60,4,,
412,"Convert 7.6% to a decimal fraction.",0.0076,0.076,7.6,760,60,2,,
413,"Convert 0.0577 to a percentage.",0.00577%,0.577%,5.77%,57.7%,60,3,,
414,"Convert 12.7% to a decimal fraction.",0.00127,0.0127,0.127,12.7,60,3,,
415,"Convert 0.714 to a percentage.",0.0714%,7.14%,71.4%,714%,60,3,,
416,"Convert 0.808 to a percentage.",0.0808%,0.808%,80.8%,808%,60,3,,
417,"Convert 637% to a decimal fraction.",0.00637,0.0637,6.37,637,60,3,,
418,"Convert 748% to a decimal fraction.",0.00748,0.0748,7.48,748,60,3,,
419,"Convert 0.596% to a decimal fraction.",0.00596,0.596,5.96,596,60,1,,
420,"Convert 9.68% to a decimal fraction.",0.00968,0.0968,9.68,968,60,2,,
421,"Convert 0.0772 to a percentage.",0.00772%,0.772%,7.72%,77.2%,60,3,,
422,"Convert 53.8% to a decimal fraction.",0.00538,0.0538,0.538,5.38,60,3,,
423,"Convert 0.517 to a percentage.",0.0517%,5.17%,51.7%,517%,60,3,,
424,"Convert 609% to a decimal fraction.",0.00609,0.0609,6.09,609,60,3,,
425,"Convert 45.3% to a decimal fraction.",0.00453,0.0453,0.453,4.53,60,3,,
426,"Convert 0.313 to a percentage.",0.0313%,0.313%,31.3%,313%,60,3,,
427,"Convert 624% to a decimal fraction.",0.0624,0.624,6.24,62.4,60,3,,
428,"Convert 0.725 to a percentage.",0.00725%,7.25%,72.5%,725%,60,3,,
429,"Convert 0.00361 to a percentage.",0.00361%,0.0361%,0.361%,361%,60,3,,
430,"Convert 78.6% to a decimal fraction.",0.0786,0.786,78.6,786,60,2,,
431,"Convert 9.76% to a decimal fraction.",0.00976,0.0976,9.76,97.6,60,2,,
432,"Convert 8.89 to a percentage.",0.00889%,0.0889%,88.9%,889%,60,4,,
433,"Convert 0.00736 to a percentage.",0.00736%,0.0736%,0.736%,7.36%,60,3,,
434,"Convert 0.0682 to a percentage.",0.00682%,0.0682%,6.82%,68.2%,60,3,,
435,"Convert 0.0542 to a percentage.",0.00542%,0.0542%,0.542%,5.42%,60,4,,
436,"Convert 0.385 to a percentage.",0.385%,3.85%,38.5%,385%,60,3,,
437,"Convert 0.00583 to a percentage.",0.00583%,0.583%,58.3%,583%,60,2,,
438,"Convert 0.00479 to a percentage.",0.00479%,0.479%,4.79%,47.9%,60,2,,
439,"Convert 0.0674 to a percentage.",0.0674%,6.74%,67.4%,674%,60,2,,
440,"Convert 6.58 to a percentage.",0.00658%,0.658%,65.8%,658%,60,4,,
441,"Convert 0.00834 to a percentage.",0.00834%,0.834%,83.4%,834%,60,2,,
442,"Convert 991% to a decimal fraction.",0.0991,0.991,9.91,991,60,3,,
443,"Convert 0.653 to a percentage.",0.0653%,0.653%,6.53%,65.3%,60,4,,
444,"Convert 0.0436 to a percentage.",0.0436%,0.436%,4.36%,436%,60,3,,
445,"Convert 0.0294 to a percentage.",0.00294%,0.0294%,2.94%,29.4%,60,3,,
446,"Convert 6.22 to a percentage.",0.622%,6.22%,62.2%,622%,60,4,,
447,"Convert 88.6% to a decimal fraction.",0.00886,0.0886,0.886,88.6,60,3,,
448,"Convert 0.408% to a decimal fraction.",0.00408,4.08,40.8,408,60,1,,
449,"Convert 242% to a decimal fraction.",0.00242,0.242,2.42,24.2,60,3,,
450,"Convert 0.0486 to a percentage.",0.00486%,0.486%,4.86%,486%,60,3,,
451,"Convert 1.45 to a percentage.",0.00145%,0.145%,14.5%,145%,60,4,,
452,"Convert 949% to a decimal fraction.",0.00949,0.0949,0.949,9.49,60,4,,
453,"Convert 1.19% to a decimal fraction.",0.00119,0.0119,11.9,119,60,2,,
454,"Convert 0.286 to a percentage.",0.00286%,0.0286%,2.86%,28.6%,60,4,,
455,"Convert 0.494% to a decimal fraction.",0.00494,4.94,49.4,494,60,1,,
456,"Convert 9.55% to a decimal fraction.",0.00955,0.0955,95.5,955,60,2,,
457,"Convert 2.09% to a decimal fraction.",0.00209,0.0209,2.09,209,60,2,,
458,"Convert 75.4% to a decimal fraction.",0.00754,0.754,75.4,754,60,2,,
459,"Convert 1.11 to a percentage.",0.00111%,0.0111%,11.1%,111%,60,4,,
460,"Convert 5.56% to a decimal fraction.",0.00556,0.0556,0.556,5.56,60,2,,
461,"Convert 0.646% to a decimal fraction.",0.00646,0.0646,6.46,646,60,1,,
462,"Convert 0.28 to a percentage.",0.028%,0.28%,28%,280%,60,3,,
463,"Convert 2.44 to a percentage.",0.00244%,0.0244%,24.4%,244%,60,4,,
464,"Convert 0.0783 to a percentage.",0.00783%,0.0783%,7.83%,783%,60,3,,
465,"Convert 6.62% to a decimal fraction.",0.00662,0.0662,6.62,66.2,60,2,,
466,"Convert 2.03 to a percentage.",0.203%,2.03%,20.3%,203%,60,4,,
467,"Convert 0.0152 to a percentage.",0.00152%,0.0152%,0.152%,1.52%,60,4,,
468,"Convert 599% to a decimal fraction.",0.0599,0.599,5.99,599,60,3,,
469,"Convert 0.0233 to a percentage.",0.0233%,2.33%,23.3%,233%,60,2,,
470,"Convert 0.402% to a decimal fraction.",0.00402,0.402,40.2,402,60,1,,
471,"Convert 0.429 to a percentage.",0.00429%,0.0429%,0.429%,42.9%,60,4,,
472,"Convert 0.758% to a decimal fraction.",0.00758,0.0758,75.8,758,60,1,,
473,"Convert 0.642 to a percentage.",0.00642%,0.0642%,0.642%,64.2%,60,4,,
474,"Convert 0.0349 to a percentage.",0.00349%,3.49%,34.9%,349%,60,2,,
475,"Convert 0.604 to a percentage.",0.00604%,0.604%,6.04%,60.4%,60,4,,
476,"Convert 201% to a decimal fraction.",0.00201,0.0201,2.01,20.1,60,3,,
477,"Convert 188% to a decimal fraction.",0.00188,1.88,18.8,188,60,2,,
478,"Convert 2.97% to a decimal fraction.",0.00297,0.0297,2.97,29.7,60,2,,
479,"Convert 57.5% to a decimal fraction.",0.00575,0.575,57.5,575,60,2,,
480,"Convert 0.0252 to a percentage.",0.00252%,0.0252%,2.52%,25.2%,60,3,,
481,"Convert 45.3% to a decimal fraction.",0.0453,0.453,4.53,453,60,2,,
482,"Convert 1.42% to a decimal fraction.",0.00142,0.0142,0.142,14.2,60,2,,
483,"Convert 897% to a decimal fraction.",0.0897,0.897,8.97,89.7,60,3,,
484,"Convert 35.5% to a decimal fraction.",0.0355,0.355,3.55,35.5,60,2,,
485,"Convert 0.0283 to a percentage.",0.00283%,2.83%,28.3%,283%,60,2,,
486,"Convert 9.21 to a percentage.",0.0921%,0.921%,92.1%,921%,60,4,,
487,"Convert 33.7% to a decimal fraction.",0.0337,0.337,3.37,33.7,60,2,,
488,"Convert 0.519 to a percentage.",0.00519%,5.19%,51.9%,519%,60,3,,
489,"Convert 0.00665 to a percentage.",0.00665%,0.0665%,0.665%,6.65%,60,3,,
490,"Convert 0.0416 to a percentage.",0.00416%,0.416%,4.16%,41.6%,60,3,,
491,"Convert 92.9% to a decimal fraction.",0.0929,0.929,9.29,92.9,60,2,,
492,"Convert 0.0487 to a percentage.",0.00487%,0.487%,4.87%,48.7%,60,3,,
493,"Convert 0.00327 to a percentage.",0.00327%,0.0327%,0.327%,32.7%,60,3,,
494,"Convert 0.00837 to a percentage.",0.0837%,0.837%,83.7%,837%,60,2,,
495,"Convert 0.868% to a decimal fraction.",0.00868,0.0868,8.68,868,60,1,,
496,"Convert 0.105 to a percentage.",0.00105%,0.105%,1.05%,10.5%,60,4,,
497,"Convert 136% to a decimal fraction.",0.0136,1.36,13.6,136,60,2,,
498,"Convert 7.95% to a decimal fraction.",0.00795,0.0795,0.795,7.95,60,2,,
499,"Convert 5.15 to a percentage.",0.0515%,0.515%,5.15%,515%,60,4,,
500,"Convert 0.664 to a percentage.",0.00664%,0.0664%,6.64%,66.4%,60,4,,
501,"Convert 8.22 to a percentage.",0.00822%,0.822%,82.2%,822%,60,4,,
502,"Convert 0.338 to a percentage.",0.00338%,0.0338%,0.338%,33.8%,60,4,,
503,"Convert 2.92% to a decimal fraction.",0.00292,0.0292,2.92,292,60,2,,
504,"Convert 689% to a decimal fraction.",0.689,6.89,68.9,689,60,2,,
505,"Convert 790% to a decimal fraction.",0.0079,0.079,0.79,7.9,60,4,,
506,"Convert 0.00112 to a percentage.",0.00112%,0.112%,1.12%,112%,60,2,,
507,"Convert 176% to a decimal fraction.",0.0176,1.76,17.6,176,60,2,,
508,"Convert 9.71 to a percentage.",0.00971%,9.71%,97.1%,971%,60,4,,
509,"Convert 0.2 to a percentage.",0.002%,2%,20%,200%,60,3,,
510,"Convert 0.526 to a percentage.",0.00526%,0.0526%,5.26%,52.6%,60,4,,
511,"Convert 0.0026 to a percentage.",0.026%,0.26%,26%,260%,60,2,,
512,"Convert 2.54% to a decimal fraction.",0.0254,2.54,25.4,254,60,1,,
513,"Convert 986% to a decimal fraction.",0.0986,0.986,9.86,986,60,3,,
514,"Convert 0.92 to a percentage.",0.0092%,0.092%,0.92%,92%,60,4,,
515,"Convert 0.0378 to a percentage.",0.0378%,0.378%,3.78%,378%,60,3,,
516,"Convert 869% to a decimal fraction.",0.00869,8.69,86.9,869,60,2,,
517,"Convert 9.72 to a percentage.",0.0972%,9.72%,97.2%,972%,60,4,,
518,"Convert 6% to a decimal fraction.",0.06,0.6,60,600,60,1,,
519,"Convert 0.374 to a percentage.",0.0374%,3.74%,37.4%,374%,60,3,,
520,"Convert 500% to a decimal fraction.",0.005,0.5,5,50,60,3,,
521,"Convert 0.922 to a percentage.",0.0922%,9.22%,92.2%,922%,60,3,,
522,"Convert 7.35 to a percentage.",0.00735%,7.35%,73.5%,735%,60,4,,
523,"Convert 162% to a decimal fraction.",0.0162,1.62,16.2,162,60,2,,
524,"Convert 0.0906 to a percentage.",0.00906%,0.0906%,9.06%,90.6%,60,3,,
525,"Convert 0.694% to a decimal fraction.",0.00694,0.694,6.94,69.4,60,1,,
526,"Convert 76.8% to a decimal fraction.",0.0768,0.768,76.8,768,60,2,,
527,"Convert 64.6% to a decimal fraction.",0.00646,0.0646,0.646,64.6,60,3,,
528,"Convert 0.723 to a percentage.",0.0723%,7.23%,72.3%,723%,60,3,,
529,"Convert 4.24% to a decimal fraction.",0.00424,0.0424,0.424,42.4,60,2,,
530,"Convert 66% to a decimal fraction.",0.066,0.66,6.6,660,60,2,,
531,"Convert 0.965 to a percentage.",0.00965%,0.0965%,96.5%,965%,60,3,,
532,"Convert 5.18 to a percentage.",0.00518%,0.518%,5.18%,518%,60,4,,
533,"Convert 4.61 to a percentage.",0.00461%,0.0461%,0.461%,461%,60,4,,
534,"Convert 726% to a decimal fraction.",0.0726,7.26,72.6,726,60,2,,
535,"Convert 0.786 to a percentage.",0.00786%,0.0786%,0.786%,78.6%,60,4,,
536,"Convert 701% to a decimal fraction.",0.00701,0.0701,0.701,7.01,60,4,,
537,"Convert 8.57 to a percentage.",0.00857%,0.0857%,8.57%,857%,60,4,,
538,"Convert 527% to a decimal fraction.",0.00527,0.527,5.27,527,60,3,,
539,"Convert 0.0837 to a percentage.",0.00837%,8.37%,83.7%,837%,60,2,,
540,"Convert 561% to a decimal fraction.",0.00561,0.0561,0.561,5.61,60,4,,
541,"Convert 84.3% to a decimal fraction.",0.00843,0.843,8.43,84.3,60,2,,
542,"Convert 0.00437 to a percentage.",0.0437%,0.437%,4.37%,43.7%,60,2,,
543,"Convert 0.411% to a decimal fraction.",0.00411,0.0411,0.411,4.11,60,1,,
544,"Convert 0.732% to a decimal fraction.",0.00732,0.0732,73.2,732,60,1,,
545,"Convert 4.73 to a percentage.",0.0473%,4.73%,47.3%,473%,60,4,,
546,"Convert 0.791% to a decimal fraction.",0.00791,0.0791,0.791,7.91,60,1,,
547,"Convert 0.768% to a decimal fraction.",0.00768,0.768,7.68,768,60,1,,
548,"Convert 2.56 to a percentage.",0.0256%,0.256%,25.6%,256%,60,4,,
549,"Convert 9.09% to a decimal fraction.",0.00909,0.0909,0.909,9.09,60,2,,
550,"Convert 0.0778 to a percentage.",0.00778%,0.0778%,7.78%,778%,60,3,,
551,"Convert 1.8% to a decimal fraction.",0.018,0.18,1.8,180,60,1,,
552,"Convert 0.0207 to a percentage.",0.00207%,0.0207%,2.07%,207%,60,3,,
553,"Convert 6.08% to a decimal fraction.",0.0608,0.608,6.08,608,60,1,,
554,"Convert 0.00889 to a percentage.",0.0889%,0.889%,8.89%,889%,60,2,,
555,"Convert 0.79% to a decimal fraction.",0.0079,0.79,7.9,79,60,1,,
556,"Convert 0.00348 to a percentage.",0.348%,3.48%,34.8%,348%,60,1,,
557,"Convert 0.502% to a decimal fraction.",0.00502,0.0502,5.02,502,60,1,,
558,"Convert 0.0747 to a percentage.",0.0747%,7.47%,74.7%,747%,60,2,,
559,"Convert 0.00382 to a percentage.",0.00382%,0.0382%,0.382%,3.82%,60,3,,
560,"Convert 6.12 to a percentage.",0.612%,6.12%,61.2%,612%,60,4,,
561,"Convert 3.65% to a decimal fraction.",0.0365,0.365,3.65,36.5,60,1,,
562,"Convert 62.9% to a decimal fraction.",0.00629,0.0629,0.629,629,60,3,,
563,"Convert 964% to a decimal fraction.",0.00964,9.64,96.4,964,60,2,,
564,"Convert 0.00371 to a percentage.",0.371%,3.71%,37.1%,371%,60,1,,
565,"Convert 9.19 to a percentage.",0.0919%,0.919%,91.9%,919%,60,4,,
566,"Convert 32.2% to a decimal fraction.",0.0322,0.322,3.22,32.2,60,2,,
567,"Convert 0.491 to a percentage.",0.00491%,0.0491%,0.491%,49.1%,60,4,,
568,"Convert 0.492% to a decimal fraction.",0.00492,0.0492,49.2,492,60,1,,
569,"Convert 6.96 to a percentage.",0.00696%,0.0696%,0.696%,696%,60,4,,
570,"Convert 0.00384 to a percentage.",0.00384%,0.0384%,0.384%,38.4%,60,3,,
571,"Convert 0.682 to a percentage.",0.0682%,6.82%,68.2%,682%,60,3,,
572,"Convert 50.3% to a decimal fraction.",0.00503,0.503,5.03,50.3,60,2,,
573,"Convert 0.00368 to a percentage.",0.0368%,0.368%,3.68%,36.8%,60,2,,
574,"Convert 0.205 to a percentage.",0.00205%,0.205%,2.05%,20.5%,60,4,,
575,"Convert 0.845 to a percentage.",0.0845%,0.845%,84.5%,845%,60,3,,
576,"Convert 619% to a decimal fraction.",0.00619,6.19,61.9,619,60,2,,
577,"Convert 6.5 to a percentage.",0.0065%,0.65%,65%,650%,60,4,,
578,"Convert 6.48% to a decimal fraction.",0.00648,0.0648,64.8,648,60,2,,
579,"Convert 873% to a decimal fraction.",0.00873,0.0873,8.73,873,60,3,,
580,"Convert 21.1% to a decimal fraction.",0.00211,0.0211,0.211,21.1,60,3,,
581,"Convert 758% to a decimal fraction.",0.00758,0.0758,0.758,7.58,60,4,,
582,"Convert 4.97 to a percentage.",0.00497%,0.0497%,4.97%,497%,60,4,,
583,"Convert 162% to a decimal fraction.",0.0162,1.62,16.2,162,60,2,,
584,"Convert 0.00749 to a percentage.",0.749%,7.49%,74.9%,749%,60,1,,
585,"Convert 29.5% to a decimal fraction.",0.0295,0.295,29.5,295,60,2,,
586,"Convert 7% to a decimal fraction.",0.007,0.07,0.7,700,60,2,,
587,"Convert 1.91% to a decimal fraction.",0.00191,0.0191,1.91,191,60,2,,
588,"Convert 97.8% to a decimal fraction.",0.00978,0.0978,0.978,9.78,60,3,,
589,"Convert 834% to a decimal fraction.",0.0834,8.34,83.4,834,60,2,,
590,"Convert 9.48 to a percentage.",0.00948%,9.48%,94.8%,948%,60,4,,
591,"Convert 0.0579 to a percentage.",0.00579%,0.0579%,0.579%,5.79%,60,4,,
592,"Convert 1.71 to a percentage.",0.171%,1.71%,17.1%,171%,60,4,,
593,"Convert 2.8 to a percentage.",0.0028%,0.028%,2.8%,280%,60,4,,
594,"Convert 0.00683 to a percentage.",0.0683%,0.683%,6.83%,68.3%,60,2,,
595,"Convert 0.00746 to a percentage.",0.00746%,0.0746%,0.746%,74.6%,60,3,,
596,"Convert 0.574% to a decimal fraction.",0.00574,0.0574,5.74,574,60,1,,
597,"Convert 6.92% to a decimal fraction.",0.00692,0.0692,6.92,69.2,60,2,,
598,"Convert 0.321% to a decimal fraction.",0.00321,0.0321,0.321,321,60,1,,
599,"Convert 40.5% to a decimal fraction.",0.0405,0.405,4.05,40.5,60,2,,
600,"Convert 0.0247 to a percentage.",0.0247%,0.247%,2.47%,24.7%,60,3,,
601,"Convert 5.27 to a percentage.",0.00527%,0.0527%,0.527%,527%,60,4,,
602,"Convert 7.18 to a percentage.",0.00718%,7.18%,71.8%,718%,60,4,,
603,"Convert 892% to a decimal fraction.",0.00892,0.0892,8.92,89.2,60,3,,
604,"Convert 0.0756 to a percentage.",0.00756%,0.756%,7.56%,75.6%,60,3,,
605,"Convert 0.771% to a decimal fraction.",0.00771,7.71,77.1,771,60,1,,
606,"Convert 13.2% to a decimal fraction.",0.00132,0.0132,0.132,132,60,3,,
607,"Convert 442% to a decimal fraction.",0.00442,0.442,4.42,44.2,60,3,,
608,"Convert 129% to a decimal fraction.",0.0129,0.129,1.29,12.9,60,3,,
609,"Convert 0.179 to a percentage.",0.0179%,1.79%,17.9%,179%,60,3,,
610,"Convert 1 to a percentage.",0.001%,0.01%,0.1%,100%,60,4,,
611,"Convert 8.04% to a decimal fraction.",0.00804,0.0804,8.04,80.4,60,2,,
612,"Convert 2.13% to a decimal fraction.",0.00213,0.0213,2.13,213,60,2,,
613,"Convert 0.0013 to a percentage.",0.013%,0.13%,13%,130%,60,2,,
614,"Convert 0.952 to a percentage.",0.0952%,0.952%,9.52%,95.2%,60,4,,
615,"Convert 4.57% to a decimal fraction.",0.00457,0.0457,0.457,45.7,60,2,,
616,"Convert 0.054 to a percentage.",0.0054%,0.54%,5.4%,54%,60,3,,
617,"Convert 493% to a decimal fraction.",0.0493,4.93,49.3,493,60,2,,
618,"Convert 855% to a decimal fraction.",0.00855,0.855,8.55,855,60,3,,
619,"Convert 30.9% to a decimal fraction.",0.00309,0.309,30.9,309,60,2,,
620,"Convert 0.566 to a percentage.",0.0566%,0.566%,56.6%,566%,60,3,,
621,"Convert 0.586% to a decimal fraction.",0.00586,0.0586,58.6,586,60,1,,
622,"Convert 71.5% to a decimal fraction.",0.00715,0.715,7.15,715,60,2,,
623,"Convert 0.928% to a decimal fraction.",0.00928,0.0928,92.8,928,60,1,,
624,"Convert 8.43% to a decimal fraction.",0.00843,0.0843,8.43,843,60,2,,
625,"Convert 0.176 to a percentage.",0.00176%,0.0176%,17.6%,176%,60,3,,
626,"Convert 0.00644 to a percentage.",0.0644%,0.644%,6.44%,64.4%,60,2,,
627,"Convert 5.57 to a percentage.",0.00557%,0.557%,55.7%,557%,60,4,,
628,"Convert 11.8% to a decimal fraction.",0.00118,0.118,1.18,11.8,60,2,,
629,"Convert 0.0814 to a percentage.",0.00814%,0.814%,8.14%,81.4%,60,3,,
630,"Convert 8.87% to a decimal fraction.",0.0887,0.887,8.87,88.7,60,1,,
631,"Convert 2.32 to a percentage.",0.0232%,0.232%,2.32%,232%,60,4,,
632,"Convert 0.98% to a decimal fraction.",0.0098,9.8,98,980,60,1,,
633,"Convert 0.49% to a decimal fraction.",0.0049,0.49,4.9,490,60,1,,
634,"Convert 251% to a decimal fraction.",0.00251,0.251,2.51,251,60,3,,
635,"Convert 823% to a decimal fraction.",0.0823,0.823,8.23,82.3,60,3,,
636,"Convert 0.0661 to a percentage.",0.661%,6.61%,66.1%,661%,60,2,,
637,"Convert 146% to a decimal fraction.",0.00146,1.46,14.6,146,60,2,,
638,"Convert 0.455% to a decimal fraction.",0.00455,0.0455,0.455,455,60,1,,
639,"Convert 0.0708 to a percentage.",0.00708%,0.708%,7.08%,708%,60,3,,
640,"Convert 0.0933 to a percentage.",0.933%,9.33%,93.3%,933%,60,2,,
641,"Convert 38.1% to a decimal fraction.",0.00381,0.0381,0.381,38.1,60,3,,
642,"Convert 0.00763 to a percentage.",0.00763%,0.763%,7.63%,763%,60,2,,
643,"Convert 0.418% to a decimal fraction.",0.00418,0.0418,0.418,41.8,60,1,,
